zvimbokoma 	D- 	8 	z 		zvimbokoma D- z 8 . Uku kurwa kunenge kuchiita vanhu vachikandana zvibhakera.
nhoko 	DK 	9 	z 		nhoko DK z 9 . Nhoko itsvina yembudzi, makonzo kana makonye.
nhokwara 	DKK 	9 	z 		nhokwara nhakwara DKK z 9 . Nhokwara imhodzi yomupfuti inogara muchikwande chinoputika kana chaoma. Nhokwara ndeimwe yehakata dzen'anga.
nhokwe 	KD 	9 	z 		nhokwe KD z 9 . Nhokwe ibundo rinowanikwa murwizi, rinoshandiswa pakurukisa mhasa kana mameti.
nhomba 	D- 	9 	z 		nhomba D- z 9 . Nhomba kunzwa kuda kudya chimwe chinhu chaunenge uchifunga chaizvo, kunyanya zvakaita nyama. ukari 14 .
nhomba 	DK 	9 	z 		nhomba DK z 9 . Nhomba ijekiseni rinobayiwa vanhu kudzivirira chirwere chechibhokisi.
nhondero 	KKD 	9 	z 		nhondero KKD z 9 . ndangariro 10 .
nhondo 	DK 	9 	z 		nhondo DK z 9 . nondo 9 .
nhone 	D- 	9 	z 		nhone D- z 9 . Nhone ivhu risingakwanisi kushandiswa pakurima mbesa.
nhongameso 	K- 	9 	z 		nhongameso K- z 9 . Uyu mubairo unopiwa munhu awana chinhu changa charaswa neumwe munhu. shangameso .
nhongamuto 	KKKD 	9 	z 		nhongamuto KKKD z 9 . nhonhamuto 9 .
nhongoni 	KKD 	9 	z 		nhongoni KKD z 9 . dapi 5 .
nhonhamuto 	DKKD 	9 	z 		nhonhamuto DKKD z 9 . Iyi imvura inoiswa munyu inoseveswa sadza. mutowejongwe .
nhonhora 	KKD 	9 	z 		nhonhora KKD z 9 . Nhonhora imvura inotonhora. Nhonhora idoro risinganaki. Nhonhora iziso risingaoni, kana kuti mhuka kana munhu ane ziso rimwe chete.
nhuba 	DK 	9 	z 		nhuba DK z 9 . nheme 9 .
nhuka 	D- 	9 	z 		nhuka D- z 9 . Nhuka rudzi rwemhuka ine ganda rinorembera muhuro rinonzi rembe. mhofu 9, shava 9 .
nhukiso 	KKD 	9 	z 		nhukiso KKD z 9 . Nhukiso kuremara kwemuviri kunotaurwa nezvako nemazwi asina kururama.
nhuku 	D- 	9 	z 		nhuku D- z 9 . Nhuku kututumara kunoita pamusana kana pahota yemunhu. hwenze 14, nundu 9 .
nhumburamafeso 	D- 	9 	z 		nhumburamafeso D- z 9 . Uyu muripo unopiwa tezvara vanenge vatevera mwanasikana wavo kuvakwasha, kwaanenge atizira mukumbo.
nhumburamasoso 	D- 	9 	z 		nhumburamasoso D- z 9 . nhumburamafeso 9 . Iyi imbudzi inourayirwa musikana atiza mukumbo nemhuri yemukomana waatizira.
nhumburo 	KKD 	9 	z 		nhumburo KKD z 9 . chihambakwe 7 .
nhundetunde 	DKDD 	9 	z 		nhundetunde DKDD z 9 . Uku kunzwa kuda kuenda kunoita weti kakawanda panguva diki.
nhundirana 	DDDK 	9 	z 		nhundirana DDDK z 9 . Uku kuitirana zvinhu zvinotsamwisa, kwevanhu vasiri kuwirirana pamusoro pechimwe chinhu.
nhundumuture 	KKDKK 	9 	z 		nhundumuture KKDKK z 9 . Iri idambudziko rinenge rawira vanhu vose munyika, sezvakaita hondo.
nhundundu 	D- 	9 	z 		nhundundu D- z 9 . Kana denga rakati nhundundu kunenge kune makore.
nhunduro 	KKD 	9 	z 		nhunduro KKD z 9 . Nhunduro inzira yokuridza nayo ngoma.
nhundutwe 	KKD 	9 	z 		nhundutwe KKD z 9 . Nhundutwe idutu ramadota kana kuti madota ari mugomba ramarara.
nhunga 	K- 	9 	z 		nhunga K- z 9 . umhutu 14 .
nhureture 	KDKD 	9 	z 		nhureture KDKD z 9 . Uku kutakura zvinhu zvinorema, zvinoda kuti munhu apote achizorora.
nhuri 	DK 	9 	z 		nhuri DK z 9 . Nhuri imhando yorukweza isingakuri zvakanyanya, asi inokurumidza kuibva. Nhuri inzvimbo ine mvura inonyudza. bwenje 5 .
nhuruka 	KDK 	9 	z 		nhuruka KDK z 9 . Nhuruka imhepo inovhuvhuta iri pakati pekumaodzanyemba nekumabvazuva. nhurura 9 . Nhuruka imvura inotanga kunaya pakutanga kwezhizha.
nhururadare 	KKKKD 	9 	z 		nhururadare KKKKD z 9 . Uyu muripo unobviswa nemunhu anenge azomhan'ara mhosva kudare kuti itongwe. mushamhu 3, gwiro 5 .
nhururu 	D- 	9 	z 		nhururu D- z 9 . Nhururu mweya wakaipa, wemunhu akagutisa, unobuda mukanwa kana munhu achinge adzvova. nhuru 9, tsvii 9 .
nhuruvagi 	DKKD 	9 	z 		nhuruvagi DKKD z 9 . Aka kabhachi kasina maoko, kanawanzopfekwa mukati merimwe bhachi, kana munhu achipfeka sutu ine mapandi matatu. nhuruvadzi 9, mhasikiti 9 .
nhutetute 	KDKD 	9 	z 		nhutetute KDKD z 9 . Uku kumhanyamhanya kubvisa midziyo kana nhumbi padzanga dziri uchidziendesa kune imwe nzvimbo. Kana vanhu vachinge vakohwa, marori anoita zvirimwa nhutetute kuendesa kwazvinotengeswa.
nhutu 	KD 	9 	z 		nhutu KD z 9 . Nhutu inzvimbo inomera bundo refu.
nhutwa 	D- 	9 	z 		nhutwa D- z 9 . Kana munhu aine nhutwa anenge arwara aita chibundu kumusana uku, chinomutadzisa kunyatsomira kana kunyatsofamba zvakanaka.
nikiro 	KKD 	9 	z 		nikiro KKD z 9 . Nikiro inzvimbo inoyanikirwa hembe nyoro, kana kuti nyama inenge ichida kuomeswa.
ninga 	D- 	9 	z 		ninga D- z 9 . Ninga ibako guru rakareba, raishandiswa kuhwanda vavengi makarekare. Madzimambo ekare aivigwa muninga.
ninyo 	D- 	9 	z 		ninyo ninyn'o D- z 9 . beche 5 .
nipa 	KD 	9 	z 		nipa KD z 9 . tototo 9 .
njakuvhizi 	D- 	9 	z 		njakuvhizi D- z 9 . Uyu munhu murombo asi asingabvumi rayiro ingaite kuti upenyu hwake huve nani.
njandara 	D- 	9 	z 		njandara D- z 9 . njandaya 9 .
njandaya 	D- 	9 	z 		njandaya D- z 9 . Kuonesa munhu njandaya kumutambudza.
njandayiso 	D- 	9 	z 		njandayiso D- z 9 . dambudziko 5 .
njanjari 	KKD 	9 	z 		njanjari KKD z 9 . Njanjari pamusoro pechinhu panobaya nokuti panenge pasina kutsetseka.
njari 	K- 	9 	z 		njari K- z 9 . Njari rumwe rudzi rwembira dzinoridzwa. Njari kutamba kunoitwa kumutinhimira wemarimba.
njavava 	D- 	9 	z 		njavava D- z 9 . Njavava idoro rinovava, rinenge ratadza kubikwa zvakanaka.
njazi 	DK 	9 	z 		njazi DK z 9 . tsvuuramuromo 9 .
njedzana 	KDK 	9 	z 		njedzana KDK z 9 . Njedzana mwedzi uchangobuda.
njemani 	DKD 	9 	z 		njemani DKD z 9 . Njemani muto wemuti wemurara, unovidzwa wozoshandiswa sechinwiwa chinodhaka.
njeni 	D- 	9 	z 		njeni D- z 9 . Njeni chipfuyo chinenge chichiri chitsva mudanga mune dzimwe, sezviya zvakaita mombe ichangotengwa.
njera 	D- 	9 	z 		njera D- z 9 . rukweza 11 . Njera kadutu kezviyo kanenge kari pahuyo, kakamirira kukuyiwa.
njese 	K- 	9 	z 		njese K- z 9 . Njese ibanga kana sanhu rinenge risina chimubato. chese 7 .
njeya 	DK 	9 	z 		njeya DK z 9 . Njeya kuminama kungaita mudziyo wakaita semupinyi webadza kana chimwewo chakadaro. Badza rine mupinyi njeya rinorwadza maoko. Kana ukakanda tsvimbo kana chimwewo chombo njeya , unenge wachikanda chichienda divi rausingadi.
njike 	KD 	9 	z 		njike KD z 9 . Njike rudzi rwehwiza inodyiwa, asi inomboita imwe nguva yainomboshaika munyika nokuti inenge yambotama.
njodzi 	D- 	9 	z 		njodzi D- z 9 . Njodzi idambudziko kana tsaona inenge yawira munhu kana vanhu. tsaona 9, ngozi 9 .
njombo 	KD 	9 	z 		njombo KD z 9 . jombo 5 .
njongamupopoto 	DKDKKK 	9 	z 		njongamupopoto DKDKKK z 9 . Uku kukakavadzana kunenge kuchiitwa nevanhu vakawanda uye kune ruzha mukati. mvongamupopoto9, bopoto 5 .
njonjonjo 	DKD 	9 	z 		njonjonjo DKD z 9 . Ichi chinhu chakareba zvakapfurikidza mwero wezvimwe zvinogaroonekwa.
njori 	KD 	9 	z 		njori KD z 9 . Njori mutambo unotambwa nezvuma kana mari yemasirivha.
njovhera 	D- 	9 	z 		njovhera jovhera D- z 9 . Njovhera ihosha inoonekwa nekushoshewa nekuita zvironda panhengo dzokuzvarisa, mushure nokunge munhu arara nemumwe anayo. Pfambi dzapedza kupomera vanhu njovhera.
njude 	KD 	9 	z 		njude KD z 9 . Njude mutambo wevana wavanomhanyirana vakachonjomara.
njumbani 	DKK 	9 	z 		njumbani DKK z 9 . chamboko 7 .
noko 	KD 	9 	z 		noko KD z 9 . Noko kufa kweinjini apo inonzikwa yava kurira kuti kokokoko.
nunguwoko 	DDKK 	9 	z 		nunguwoko DDKK z 9 . Ichi chirwere chokuva namaoko asina simba rokubata zvinhu.
nyadzayo 	D- 	9 	z 		nyadzayo D- z 9 . rovambira 5 .
nyagukunye 	DKKK 	9 	z 		nyagukunye DKKK z 9 . nyoka rukuni 9 .
nyai 	KD 	9 	z 		nyai KD z 9 . munyai 1 . Nyai kushama kunoita munhu kana achinge obatwa nehope, kana kuti akaneta.
nyakajongwe 	DDDK 	9 	z 		nyakajongwe DDDK z 9 . Urwu rudzi rweruva rinowanzotungira muzhizha, rinowanikwa pakati pamatombo.
nyakanyaka 	DKDD 	9 	z 		nyakanyaka DKDD z 9 . Uku kupesana nokumhanya-mhanya kunoitwa navanhu vakawanda kana paita hondo kana kurwisana. Yakave nyakanyaka vanhu pavakanzwa pfuti kurira pedyo nemisha. njonganjoga 9 .
nyakapi 	DDK 	9 	z 		nyakapi DDK z 9 . Nyakapi kumhorosana kunoratidza rudo pakati pevanhu vaviri.
nyakasheche 	DDKD 	9 	z 		nyakasheche nyakashesha DDKD z 9 . Uhwu hwowa huduku hune ruvara rutsvuku, hunodyiwa navanhu.
nyakasiyana 	DDKDK 	9 	z 		nyakasiyana DDKDK z 9 . kasiyanwa 12 .
nyakungu 	DKK 	9 	z 		nyakungu DKK z 9 . rovambira 5 .
nyamabundu 	DDKK 	9 	z 		nyamabundu DDKK z 9 . muswewadepa 3 .
nyamadina 	DDDK 	9 	z 		nyamadina DDDK z 9 . muriranyenze 3 .
nyamafene 	D- 	9 	z 		nyamafene D- z 9 . nyamapfeni 9 .
nyamasase 	DDKD 	9 	z 		nyamasase DDKD z 9 . nyamatsatsi 9 . Iyi ihove ino mutumbi wakadarika womuramba, nomusoro muduku sowenyoka, unochekwa wokandwa mudziva kana ichinge yabatwa.
nyamatsatsi 	D- 	9 	z 		nyamatsatsi D- z 9 . Iyi inyeredzi huru inoonekwa manheru, inopa chiedza kunyika chakawanda zvokuti kana uchifamba usiku inobatsira pakuona nzira. vhenekeratsvimborume . Iyi inyeredzi inosarira yega mangwanani-ngwanani, dzimwe dzese dzanyura. nyamasase 9 .
nyambare 	DDK 	9 	z 		nyambare DDK z 9 . Kutamba nyambare kutamba kunonetesa kunoitwa nevasikana.
nyamharadzi 	D- 	9 	z 		nyamharadzi nyamharadzo D- z 9 . Aya makwenzi anoshandiswa kuti vanhu vanga vachiwirirana vavengane.
nyamhindirira 	D- 	9 	z 		nyamhindirira D- z 9 . Iri idanda rine zvipazi zviri kune divi rinoshandiswa kugadzira hwangwaridza, inozoshandiswa somusuo wokupinda nokubuda nawo. mhindirira 9 .
nyamugomho 	DDKK 	9 	z 		nyamugomho DDKK z 9 . Urwu rudzi rweraisi rinoti kana rabikwa harinyatsochena.
nyangadzo 	KKD 	9 	z 		nyangadzo KKD z 9 . Nyangadzo chinhu chakaipa chinenge chakanganiswa kana kuitika.
nyara 	D- 	9 	z 		nyara D- z 9 . Nyara imhuka yerudzi rwemharapara inogara mumasango ane miti mizhinjizhinji.
nyaradzo 	KKD 	9 	z 		nyaradzo KKD z 9 . Nyaradzo Munamato kana gungano rinoitwa nevanhu pamba pevafirwi, mushure menguva ingangoita masvondo kana kudarika munhu ashaya.
nyasinzi 	DKK 	9 	z 		nyasinzi DKK z 9 . matsi 9 .
nyemba 	D- 	9 	z 		nyemba D- z 9 . Nyemba rudzi rwembeu inobikwa mutakura, inoberekwa nembesa inonzi munyemba.
nyengo 	DK 	9 	z 		nyengo DK z 9 . Nyengo itsika yemurume yekuti munhukadzi wose waaona opfimba kana kuti anenge atori nevasikana vakawanda.
nyevero 	D- 	9 	z 		nyevero D- z 9 . Nyevero mashoko anoudzwa munhu pane zvinenge zvichida kunzi achenjerere, zvinenge zvichazoitika.
nyevhe 	DK 	9 	z 		nyevhe nyevhi, nyivhi DK z 9 . Nyevhe rudzi rwemuriwo unomera wega panguva inotanga kunaya mvura, kana nguva inotanga kubuda mbeu muminda.
nyimwana 	DDK 	9 	z 		nyimwana DDK z 9 . Nyimwana rudzi rwenyimo ine ruvara ruchena.
nyoka rukuni 	KK DKK 	9 	z 		nyoka rukuni KK DKK z 9 . Iyi inyoka inofarira kugara pamatavi emiti.
nyongo 	KD 	9 	z 		nyongo KD z 9 . nduru 9 . Nyongo igonye rinopinda mudumbu, rinokonzera kurwadza kwemudumbu pamwe nekurutsa.
nyota 	K- 	9 	z 		nyota K- z 9 . Nyota kuda kunwa mvura kana chimwewo chinonwiwa.
nyuchi 	K- 	9 	z 		nyuchi K- z 9 . Nyuchi kapuka kanogadzira uchi, kanoruma kachiita zvokundurira, uye kakada kufanana nego.
nzara 	D- 	9 	z 		nzara zhara D- z 9 . Nzara kunzwa kuda kudya nokuti unenge uchinzwa mudumbu musina chinhu.
nziswa 	KD 	9 	z 		nziswa KD z 9 . nzwisa 9 . Nziswa kamuti kemechisi kanokwenywa pachikoko chacho kana munhu achida kubatidza moto.
nzororera 	K- 	9 	z 		nzororera K- z 9 . nzororeramudenga 9 .
nzvanyira 	D- 	9 	z 		nzvanyira D- z 9 . Urwu rudzi rwemabhii anoshandiswa akatsamirana nema vramwana kuumba mavara sezvakaita m- , na- nh vomuna mu- na nhu muna munhu.
nzvuwu 	D- 	9 	z 		nzvuwu D- z 9 . Nzvuwu isadza rakasara, rinozodyiwa ramboswera kana kuradzwa.
pada 	KD 	9 	z 		pada KD z 9 . Pada mutambo wevana vadiki, wavanotara mabhokisi nemadenderedzwa, vokanda chinhu chavanenge vachisvetuka.
paindi 	KDD 	9 	z 		paindi KDD z 9 . Paindi mwero wezvinwiwa, kunyanya wedoro kana mukaka. Ndipe paindi yemukaka kwete yedoro. .
parafini 	DDKD 	9 	z 		parafini DDKD z 9 . Urwu rudzi rwamafuta anobata moto nekukasika, zvokuti anoshandiswa mumidziyo inoita moto yakaita semarambi mezvitofu.
paredhi 	DKD 	9 	z 		paredhi DKD z 9 . Paredhi kumira kana kumacha kwamasoja kana magadhi vari mumitsara, vasati vatanga basa kana kuti pazuva rakunenge kuine chiitiko chinoenderana nemabasa avo.
patani 	KDD 	9 	z 		patani peteni KDD z 9 . Patani zvidavado zvokuruka kana kusona nazvo.
paundi 	KDD 	9 	z 		paundi KDD z 9 . Paundi imari yaishandiswa kare, yakanga yakaenzana nemadhora maviri. pondo 9 . Paundi uremu hwakaenzana nemaaunzi gumi namatanhatu.
peturu 	KDD 	9 	z 		peturu peturo KDD z 9 . Peturu mafuta anokasika kubata moto, anoshandiswa kufambisa injini dzemotokari nemimwe michina.
pfavi 	DK 	9 	z 		pfavi pfari DK z 9 . tsviyo 10 .
pfigiso 	KKD 	9 	z 		pfigiso KKD z 9 . Pfigiso mazwi kana chiitiko chinoitwa pokupedzisira pezvirongwa.
pfini 	K- 	9 	z 		pfini K- z 9 . Pfini mwoyo wakashata waunoitira vamwe vanhu iwe uchifara nazvo, asi ivo vachisara vachitambura munyama kana mupfungwa asi zvisina zvazvinokuyamura.
pfiripfiti 	K 	9 	z 		pfiripfiti K z 9 . Pfiripfiti rudzi rwehwohwa hwakatsvukuruka, uye rune madzinde madoko.
pfizi 	DK 	9 	z 		pfizi DK z 9 . Phizi mweya unonhuwa unobuda nekumashure kwemunhu. musudzo 3, rusudzo 11 .
pfudzo 	K- 	9 	z 		pfudzo pfudza K- z 9 . Pfudzo ruvengo nemakakatanwa anouya pakati pevanhu, nekuda kwekuti pane chinenge chaita kuti vasawirirana, zvikuru shanje. Vasikana vakanaka vanokonzera pfudzo pakati pevakomana.
pfukumbwe 	DKD 	9 	z 		pfukumbwe DKD z 9 . Pfukumbwe mutambo unoitwa nevana vadiki, vachida kuona kuti umwe wavo angagona here kudoma ruoko runenge ruine dombo, kana chimwe chinhu chavanenge vachichinjana.
pfukwa 	DK 	9 	z 		pfukwa DK z 9 . Pfukwa mushonga unonwiwa nemunhu anenge achida kuzotsividza kana afa kune vanezenge vamuuraya kana kumukanganisa. Pfukwa idende rakagadzirwa nemapuranga, rinoshandiswa kuchengetera doro. Pfukwa mazano anenge asina kunyatsozeyewa nomutauri, zvokuti haafadzi vateereri. ngozi 9 .
pfuma 	KD 	9 	z 		pfuma KD z 9 . Pfuma yomunhu zvinhu zvake zvaanenge ainazvo. Pfuma imari kana mombe dzinopiwa vabereki vomukadzi pakuroora.
pfumbatidzo 	KKKD 	9 	z 		pfumbatidzo KKKD z 9 . pfumbamuromo 9 .
pfumbi 	DK 	9 	z 		pfumbi DK z 9 . Pfumbi ivhu rinenge rakatsetseka, rinofambiswa nemhepo kana chamupupuri richiita tsvina panhumbi, fenicha, kana motokari inenge yafamba nemugwagwa usina tara. guruva 5, huruva 9 .
pfumbwi 	DK 	9 	z 		pfumbwi DK z 9 . Pfumbwi inzvimbo inenge yakatsi-tsikwa nevanhu vachidzana, kana kuti mombe dzinenge dzichirwa.
pfumvudza 	DKD 	9 	z 		pfumvudza DKD z 9 . Pfumvudza mashizha matsva emiti anotunga kana chando chapera.
pfunhachembere 	D- 	9 	z 		pfunhachembere D- z 9 . pfunhambuya 9 .
pfunhambuya 	DDKD 	9 	z 		pfunhambuya DDKD z 9 . Utu tumvura tunenge tuchinaya zvishomashoma.
piyano 	KKD 	9 	z 		piyano KKD z 9 . Piyano chiridzwa chihombe chinenge marimba, chine tambo dzakakakwa mukati, dzinoridzwa nokupfanya zvimakiyi zvakarongwa nechepamusoro.
pizi 	KD 	9 	z 		pizi KD z 9 . Pizi chirimwa chakada kufanana nenyemba, chinoita tumhodzi twegirini twakatenderera, uye chinodyiwa somuriwo. ndodzi 9 .
pombi 	DK 	9 	z 		pombi DK z 9 . Pombi isimbi kana chimwe chinhu chine mwena pakati, chinoshandiswa kukweva mvura kubva pasi, kana kuvhutira mweya muvhiri.
ponzi 	KD 	9 	z 		ponzi KD z 9 . Ponzi rudzi rwemafuta ekuzora kumeso, anopfavisa ganda remunhu.
popi 	DK 	9 	z 		popi DK z 9 . Popi rudzi rwembwa isingarebi.
poriyo 	KDD 	9 	z 		poriyo KDD z 9 . Poriyo chirwere chinokuvadza nhengo dzomuviri, chichiita kuti dzitetepe dzisingazokuri zvadzinofanirwa kuita.
posvo 	KD 	9 	z 		posvo KD z 9 . Posvo imba kana kuti bazi rinoitwa mabasa okufambisa matsamba nedzinhare.
povho 	DK 	9 	z 		povho DK z 9 . Povho izita rinoreva vanhu voruzhinji.
puramasitofu 	DKDDDD 	9 	z 		puramasitofu DKDDDD z 9 . Ichi chitofu cheparafini chidiki. Dzimwe puramasitofu dzine matambo, asi dzimwe dzinopombwa mweya.
purezha 	DKD 	9 	z 		purezha DKD z 9 . Purezha kuzvifadza kunoita munhu asina nguva yokufunga nhamo. mafaro 6 .
puru 	DK 	9 	z 		puru DK z 9 . Puru masokisi echikadzi anobva kumakumbo achisvika kuchiuno.
putugadzike 	DKDKD 	9 	z 		putugadzike DKDKD z 9 . Ichi chinwiwa chinopisa, chinobikwa nemvura inenge yavira pamwe chete nemasamba, uye kazhinji vanhu vanodawo kuwedzera mukaka neshuga. tii 9 .
pwarungu 	K 	9 	z 		pwarungu K z 9 . nzimbe 9 .
pwere 	KD 	9 	z 		pwere KD z 9 . Pwere mwana mudiki asati ava kugona kuzvifungira kana kuzviitira zvinhu zvose.
ratidzadanga 	DDDDK 	9 	z 		ratidzadanga DDDDK z 9 . Uyu muripo unopiwa tezvara kuti vaone mombe dzeroora. mesoemombe 6, nhangidzadanga 9 .
ravhatiri 	KDDD 	9 	z 		ravhatiri KDDD z 9 . chimbuzi 7 .
rekeni 	KDD 	9 	z 		rekeni KDD z 9 . Rekeni itambo inovedzengwa kubva pachubhu inotatamuka. Rekeni chimudziyo, chinogadzirwa netambo inobva pachubhu inenge yakasungirirwa pachitanda chinenge vara Y, chinoshandiswa kurovesa shiri.
repi 	KD 	9 	z 		repi repu KD z 9 . Repi muriwo unorimwa usinganyanyi kureba, asi uchiita mashizha akawanda.
ronzwa 	DK 	9 	z 		ronzwa DK z 9 . Ronzwa chipfuwo chinopihwa munhu asiri vatenzi vacho, kuti vachichengete asi vachichishandisa havo.
ropafadzo 	D- 	9 	z 		ropafadzo D- z 9 . Ichi chipo chaunowana usina kuchikumbira chichibva kuna Mwari kana kuvadzimu.
rura 	KD 	9 	z 		rura KD z 9 . Rura kamudziyo kanoshandiswa pakueresa kana kupima hwezvinhu.
safuri 	DKD 	9 	z 		safuri DKD z 9 . Safuri chishongo chendarira chinopfekwa mugumbo.
saizi 	KDD 	9 	z 		saizi KDD z 9 . Saizi ukuru hwechipfeko kana zvimwewo zvinhu. Mudzidzisi wedu anopfeka shangu saizi teni.
sakiso 	D- 	9 	z 		sakiso D- z 9 . Sakiso mamiriro ezvinhu anokonzera kuitika kwezvimwewo. Sakiso yokufoira kazhinji kutamba nechikoro. chikonzero 7 .
samende 	DKD 	9 	z 		samende DKD z 9 . simende 9 .
samusa 	DKD 	9 	z 		samusa DKD z 9 . Samusa inyama yakagayiwa, yakabikwa ine mhiripiri, yozoputirwa nefurawa, zvobikwa zvakadaro.
sandibhokisi 	KDKDD 	9 	z 		sandibhokisi sandebhokisi KDKDD z 9 . Uyu mushonga muchena, wakaita sezai reshiri, unoiswa nhumbi kuti dzinhuhwire. sendibhokisi 9 .
sandisikuru 	KDDKD 	9 	z 		sandisikuru sandesikuru KDDKD z 9 . Ichi chikoro chinodzidziswa vana vadoko shoko raMwari nomusi weSvondo.
sanga 	DK 	9 	z 		sanga DK z 9 . Sanga idutu revanhu raungana panhu pamwe kuzoita musangano. Takainda kusanga rechechi kwaMudzoki.
sarupu 	DKD 	9 	z 		sarupu DKD z 9 . Sarupu mucherechedzo worukudzo, unoshandiswa muchiuto nomuchipurisa, unowanzoitwa nokubata pahuma neseri kwechanza.
saruraude 	DKKDD 	9 	z 		saruraude DKKDD z 9 . Uku kuwanda kwezvinhu, zvokuti chose chaunenge uchida unogona kuchiwana. -sharaude 9 .
sauti 	KDD 	9 	z 		sauti KDD z 9 . munyu 9 .
sendere 	KDD 	9 	z 		sendere KDD z 9 . Sendere inzvimbo iri kunze kusingarimwi kunomirira kufudzirwa zvipfuyo.
shandukuminya 	KKKKD 	9 	z 		shandukuminya shandakuminya KKKKD z 9 . Uku kuchinja mamiriro, maonerwo kana maitiro nenguva pfupipfupi. Uku kuremberera kwemunhu makumbo mudenga, musoro uri pasi.
shangameso 	K- 	9 	z 		shangameso K- z 9 . eUyu mubairo unopihwa munhu anenge anhonga chinhu chinenge charasika.
shangara 	K- 	9 	z 		shangara K- z 9 . Shangara mutambo unoitwa vanhu vachiridza ngoma vachidzana.
shangwiti 	DKK 	9 	z 		shangwiti DKK z 9 . shasha 9 .
sharaude 	DKDD 	9 	z 		sharaude DKDD z 9 . saruraude 9 .
shayisano 	D- 	9 	z 		shayisano D- z 9 . Aya maitiro esvoto, okuti kana ukasawana zvaunoda, haudi kuti umwe munhu ave nazvo. Kana munhu achinzi ane shayisano , anenge asina chinhu, asi asingandi kuti vamwe vanhu vachiite kana kuti vamukunde.
shena 	DK 	9 	z 		shena DK z 9 . Shena ihuruva inenge iri pamuviri inoitaridzika sedota. chena .
sherefu 	KDD 	9 	z 		sherefu KDD z 9 . sherufu 9 .
sheri 	DK 	9 	z 		sheri DK z 9 . Sheri musikana waunoda, anenge akachena.
sheti 	KD 	9 	z 		sheti KD z 9 . shati 9 .
shishi 	DK 	9 	z 		shishi DK z 9 . Shishi kuita chinhu pfungwa dziri pamwe chete, zvokuti unenge usinei nezvinenge zvichiitika pakakukomberedza.
shoka 	D- 	9 	z 		shoka D- z 9 . tsoka 9 .
shokorupani 	DKDKD 	9 	z 		shokorupani DKDKD z 9 . Ichi chinyavada chikuru kudarika zvimwe zvose, chinogara pasi pamabwe.
shokoshoko 	D- 	9 	z 		shokoshoko D- z 9 . Uyu munhu ane mari yakawanda chaizvo. shoroma 9, mbozha 9 .
shongwe 	D- 	9 	z 		shongwe D- z 9 . Shongwe zidombo ziguru.
shorira 	DKD 	9 	z 		shorira DKD z 9 . shondo 9 .
shoropodzo 	KKKD 	9 	z 		shoropodzo KKKD z 9 . Aya mazwi okusvora vamwe.
shoti 	KD 	9 	z 		shoti KD z 9 . Shoti ibhora rinenge rarohwa zvakasimba. Chenge akarova shoti, bhora rikabva ramwa.
shovhu 	D- 	9 	z 		shovhu D- z 9 . Shomvu munhu asingadi kuita basa, anongoda kugara chete. nyope 9 .
showera 	DKD 	9 	z 		showera DKD z 9 . Showera kapundu kanomera paziso kana ukatarisa munhukadzi kana munhurume asina kupfeka.
shoya 	DK 	9 	z 		shoya DK z 9 itik . choya 7 .
shudhu 	KD 	9 	z 		shudhu KD z 9 . Shudhu inzvimbo inodzidzirwa kunyatsopfura nepfuti muchiraramisa zvakanaka.
shuga 	D- 	9 	z 		shuga D- z 9 . Shuga kudya kunotapira kunobva munzimbe, kunoiswa mutii nezvimwewo. tsvigiri 9, shuka 9 .
shuka 	D- 	9 	z 		shuka D- z 9 . shuga 9 .
shuka 	K- 	9 	z 		shuka K- z 9 . Shuka kusara munhu asina kana chii chaakapfeka. muswi 3, mabasi 6 .
shuku 	K- 	9 	z 		shuku K- z 9 . Shuku inhamo yokushaya zvokupfeka.
shuramatongo 	D- 	9 	z 		shuramatongo D- z 9 . Iyi ishasha pakuita chimwe chinhu. Mutumwapavi yaive shuramatongo pakurwa. mhare 9, shasha 9 . Ichi chirwere chisingarapiki, chinonyanyokonzerwa nekusangana kwavarume navakadzi. mukondombera 3 .
shuranyama 	D- 	9 	z 		shuranyama D- z 9 . Iri isvosve guru, rine dumbu rine mavara matema nemachena, rinoruma nesure kwaro zvinorwadza chose.
shurire 	DKD 	9 	z 		shurire DKD z 9 . Shurire mucherechedzo wokuti kungangoitika zvinhu zvakashata. Shurire chinhu chinenge chakabatira, zvokuti hachibvi pachakabatira ipapo. pfirapo 9, firapo 9 .
shurushuru 	DKDD 	9 	z 		shurushuru DKDD z 9 . Uyu mushonga unonamuka, unoshandiswa kunama ponji.
shuwa 	KD 	9 	z 		shuwa KD z 9 . Shuwa zvinhu zvinenge zviri zvamazvirokwazvo. Ishuwa kuti munhu anofanira kudya kuti ararame. chokwadi 7 .
shwiro 	K- 	9 	z 		shwiro K- z 9 . Shwiro ruzivo rwokuita zvinhu nokuda kokuti munhu akura ari mazviri. Kana vanhu vachitamba tsoro ikasvika pa shwiro inenge yasvika pakaoma.
siinzi 	KDK 	9 	z 		siinzi KDK z 9 . Siinzi inzvimbo kana nguva yokusangana kwavanhu vanenge vapangana.
siki 	KD 	9 	z 		siki KD z 9 . Siki chirwere chinokonzerwa nokusangana komurume nomukadzi, mumwe wavo achinge aine chirwere chacho.
sikurufizi 	DKDKD 	9 	z 		sikurufizi DKDKD z 9 . Iyi imari inobhadharwa kuti mwana wechikoro akwanise kupinda chikoro.
