chaamai 	KDKD 	7 	z 		chaamai KDKD z 7 . Iri izwi rinoshandiswa kutaura kuti amai vomumwe vakaita, kana kuti vakaitirwa, zvinonyadzisa.
chikandwa 	DDK 	7 	z 		chikandwa DDK z 7 . Chikandwa mushonga wakaipa wokuteya vamwe, kuri kuda kuvakuvadza. chipotswa 7, chitsinga 7 .
chikanga 	D- 	7 	z 		chikanga D- z 7 . Chikanga idhiramu rakachekwa napakati, rinoshandiswa kubikira doro kana chikafu cheparuzhinji. Sadza rapamuchato uya rakabikirwa muchikanga.
chikangiri 	DKDD 	7 	z 		chikangiri DKDD z 7 . Ichi chirwere chinokonzera imbwa kupenga. chimbwamupengo 7 .
chikango 	DKK 	7 	z 		chikango DKK z 7 . Chikango kakari kadiki kokugochera nzungu.
chikanukiso 	DKKKD 	7 	z 		chikanukiso DKKKD z 7 . Ichi chiitiko chinokarudza hana nokunakidza kana kutyisa kwacho. Chakava chikanukiso chenyika baba nomwana kuroorana. chikanutso 7, chikatyamadzo 7 .
chikanyamupupu 	D- 	7 	z 		chikanyamupupu D- z 7 . Uyu munhu akashata zvikuru.
chikanyiwa 	DDKD 	7 	z 		chikanyiwa DDKD z 7 . Chikanyiwa musanganiswa weupfu nemvura kana ivhu nemvura. Amai vaita chingwa chechikanyiwa.
chikapa 	D- 	7 	z 		chikapa D- z 7 . Chikapa kushangazhika kunoita mukadzi kuti anakidze murume kana vari kukwirana.
chikara 	D- 	7 	z 		chikara D- z 7 . Chikara imhuka, chero ipi zvayo, inogona kuuraya kana kukuvadza. Shumba ndiyo mhuka inonzi chikara chemasango, nokuti haina imwe mhuka yainotya.
chiKaranga 	DKKK 	7 	z 		chiKaranga DKKK z 7 . Iri nderimwe remazita anonzi ndiwo marudzi evaShona, vanhu vacho vachigara kumatunhu ekuchamhembe akapoteredza Masvingo.
chikaranga 	DKKK 	7 	z 		chikaranga DKKK z 7 . Izvi zvirango zvechivanhu, sezvakaita pakupira nokubvunzira kana kushopera. Zvomuchipatara zvaramba, saka handei kuchikaranga. chivanhu 7 .
chikararwa 	DKDK 	7 	z 		chikararwa DKDK z 7 . Iri idzihwa rinobva pahuro kana munhu akosora.
chikaro 	D- 	7 	z 		chikaro D- z 7 . Chikaro ndopanogara munhu achichovha bhasikoro.
chikasa 	DDK 	7 	z 		chikasa DDK z 7 . Chikasa ndepanopinda nehove muduwo kana muchikandira, panoti inokwanisa kupinda chete kana yoda kubuda yobaiwa.
chikatsi 	DDK 	7 	z 		chikatsi DDK z 7 . dendere 5 .
chikatyamadzo 	DKKKD 	7 	z 		chikatyamadzo DKKKD z 7 . chishamiso7 .
chikei 	DKD 	7 	z 		chikei DKD z 7 . Chikei chimuti kana kuti chipuranga chakavezwa, chinopinzwa paburi rejoko pokochekerwa chitirobho pamunosungwa mombe.
chikende 	DDK 	7 	z 		chikende DDK z 7 . Chikende igomba rinocherwa kuiswa mbambo dzinotara muganhu womunda.
chikenya 	DKD 	7 	z 		chikenya DKD z 7 . Chikenya ishiri iri murudzi rwejesa, ine mavara matsvuku nematema, inowanzowanikwa pedyo nemvura. nyamufuro 9 .
chikepe 	DKK 	7 	z 		chikepe DKK z 7 . Chikepe igwa kana kuti kangarava kadiki kanofambiswa pamusoro pemvura. igwa 5, ngarava 9 .
chikerema 	DKDK 	7 	z 		chikerema DKDK z 7 . Ichi chinhu kana mhuka inokuvadza. chikara 7 . Uyu munhu anoita zvakaipa. Chembere iri kugomo uko chikerema pakuroya.
chikero 	DKD 	7 	z 		chikero DKD z 7 . Chikero mudziyo wokuyeresa kana kupima uremu. Tinopima nyama pachikero kana tichitengesa.
chiketo 	D- 	7 	z 		chiketo D- z 7 . Chiketo itsika inoshandiswa kusarudza vanhu pabasa, kuchidzingwa vasina zvavanobatsira. Baba vangu vakapererwa nebasa pachiketo chomuna Zvita. chigumuro 9 . Chiketo yaiva tsika yaiitwa navarungu kuvatema, yokusarudza n'ombe dzavaida kuti munhu asare nadzo, dzimwe dzoiswa rupawo kuratidza kuti muridzi wadzo anofanira kudziuraya.
chikirimbani 	K- 	7 	z 		chikirimbani K- z 7 . chirimbani 7 .
chikochikari 	DKDDD 	7 	z 		chikochikari DKDDD z 7 . Uyu mudziyo une mavhiri maviri, unodhonzwa nen'ombe, kazhinji unoshandiswa kutakura zvinhu. kochikari 9, ngoro 9 .
chikodoboro 	DKKKD 	7 	z 		chikodoboro DKKKD z 7 . Uyu munhu anenge achigona kuita zvinhu negwara razvo chairo.
chikodoga 	DKKD 	7 	z 		chikodoga DKKD z 7 . Urwu rudzi rweshiri inogadzira mhango pamuti kuti ikandire mazai ayo.
chikodza 	DKD 	7 	z 		chikodza DKD z 7 . Chikodza rudzi rwesvosve dema rinoruma.
chikodzero 	D- 	7 	z 		chikodzero D- z 7 . Ichi chinhu chinenge chiri icho chakanaka kana kuti chakafanira kuitwa. Kubikira vaenzi chikodzero.
chikofa 	DKD 	7 	z 		chikofa DKD z 7 . Chikofa panzvimbo panenge pakomba kana kuoma panhanga, shamba kana zvimwe zvakadaro.
chikoforo 	DKDD 	7 	z 		chikoforo chikovhoro DKDD z 7 . Uyu mudziyo unodhonzwa nen'ombe, wokutimbira kana kusakura nawo mumunda makadzvarwa mbeu. karuvheti 9 .
chikogoro 	DKDK 	7 	z 		chikogoro DKDK z 7 . Uku kutsva nokunhuhwa kungaita sadza kana doro riri kubikwa.
chikohwiro 	DDKD 	7 	z 		chikohwiro DDKD z 7 . Uku kurira kunoitika uchifuridza mumukana, uri pakati pezvanza zvemaoko zviviri zvakabatanidzwa.
chikokiyana 	DDKDD 	7 	z 		chikokiyana DDKDD z 7 . Urwu rudzi rwehwahwa hunobikwa chikasi, husingabvumidzwe pamutemo nokuda kwekushaya utano kwahwo.
chikokoono 	D- 	7 	z 		chikokoono D- z 7 . Ichi chimuti kana chimwe chinhu chokukokova michero. chikokovo 7, ngovo 9, gokovonho 5 .
chikokotamugoti 	DKKKDKD 	7 	z 		chikokotamugoti DKKKDKD z 7 . Uyu munwe wechipiri tichibva pachimunwe chikobvukobvu unoshandiswa pakutendeka. munongedzo 3 .
chikomba 	D- 	7 	z 		chikomba D- z 7 . Chikomba murume anenge achidanana nomukadzi womunhu. Chikomba munhu waunodanana naye imi musina kuroorana.
chikomborero 	DKKKD 	7 	z 		chikomborero DKKKD z 7 . Ichi chipo chakanaka chinopuwa munhu nomusiki, kana chinoitika kumunhu.
chikomo 	D- 	7 	z 		chikomo D- z 7 . Chikomo igomo diki kana kuti risina kunyanya kukura.
chikon'a 	DKD 	7 	z 		chikon'a DKD z 7 . Chikon'a rumwe rudzi rwedandemutande. buve 5, kon'a 1a .
chikondekonde 	D- 	7 	z 		chikondekonde D- z 7 . Uyu muti unokumwa kuita urimbo, iwo uine tuminzwa nomukaka unobuda kana wachekwa. mukonde 3 .
chikondohwe 	DDKD 	7 	z 		chikondohwe DDKD z 7 . Iyi imbudzi honho inenge isina kuchekwa.
chikondomasvinu 	DDKKDK 	7 	z 		chikondomasvinu chikondomasvinyu DDKKDK z 7 . Ichi chikondo chinopona nokudya madzvinyu. nyamuduza 9 .
chikonono 	D- 	7 	z 		chikonono D- z 7 . Ichi chinono chinoitwa nomunhu anoita zvaatumwa iye asingadi.
chikonye 	D- 	7 	z 		chikonye D- z 7 . Chikonye rudzi rwegonye rinowanzowanikwa mumusoro megwai kana kuti mumhino men'ombe.
chikonzero 	DKKD 	7 	z 		chikonzero DKKD z 7 . Ichi chinhu chinosakisa kuti chimwe chinhu. Chikonzero chakaita kuti asiire chikoro panzira kushayirwa mari.
chikonzi 	DKD 	7 	z 		chikonzi DKD z 7 . Chikonzi munhu anotumwa nevematare kuzotaurira munhu zvaanenge ari kutarisirwa kuti azoita kana kuzomusunga.
chikore 	D- 	7 	z 		chikore D- z 7 . Chikore chitumbu chemichero padavi, sezvakaita chitumbu chemabhanana. Kana vanhu vachikohwa mabhanana havaiti zvokupfaura rimwe rimwe, asi kuti vanotema chikore chose. chisumbu 7, chimhiko 7 .
chiKorekore 	D- 	7 	z 		chiKorekore D- z 7 . Iri nderimwe remazita anonzi ndiwo marudzi evaShona, vanhu vacho vachigara kumatunhu ekumaodzanyemba kwaanaChipuriro, Dharuweni neMutoko.
chikoro 	DKD 	7 	z 		chikoro DKD z 7 . Chikoro inzvimbo kana kuti imba yokudzidzira, kana kuti nzvimbo ine dzimba dzokudzidzira. Kana munhu achinzi ane chikoro anenge akadzidza chaizvo.
chikoron'ozho 	DDDKD 	7 	z 		chikoron'ozho DDDKD z 7 . Ichi chinhu chine kunze kwakakasharara.
chikororodzi 	DKKKD 	7 	z 		chikororodzi DKKKD z 7 . Ichi chipuka chitema chakafanana negurwe, chinowanikwa pane mvura. chikokorodzi 7, chikororo 7, chikudyu 7 .
chikosha 	D- 	7 	z 		chikosha D- z 7 . chirema 7 .
chikosoro 	DKKD 	7 	z 		chikosoro DKKD z 7 . Ichi chirwere chepahuro, chinoita kuti paome kana kukarakasha zvokuti unoda kugara, uchingokosora. gosorwa 5 .
chikotakota 	D- 	7 	z 		chikotakota D- z 7 . Uku kushanda zvakasimba nguva imwe makawanda. Madzimai akaita chikotakota pahumwe, munda ukasakurwa wose.
chikotamo 	D- 	7 	z 		chikotamo D- z 7 . Iyi inzvimbo iri nechepanze pemba, paya panenge denga rakaderera zvokuti paunopinda kana kubuda haugoni kufamba wakati twasa.
chikotsikotsi 	D- 	7 	z 		chikotsikotsi D- z 7 . Iyi inzvimbo iri pazasi pedehenya nechepamusoro pomutsipa. gotsi 5 .
chiKristu 	DKD 	7 	z 		chiKristu DKD z 7 . Ichi chitendero chesvondo dzinodaira kuti kuna Jeso mwanakomana womusiki anonzi Mwari.
Chikristu 	DKD 	7 	z 		Chikristu DKD z 7 . Idzi itsika nemaitirwo anofanira kutevedzwa nevanhu vanopinda svondo.
chikuhuhu 	DKKK 	7 	z 		chikuhuhu DKKK z 7 . Urwu rudzi rwechipembenene chitema chine kunze kwakaomarara.
chikuku 	DKK 	7 	z 		chikuku DKK z 7 . chibhokisi 7 .
chikukumbe 	DKKD 	7 	z 		chikukumbe DKKD z 7 . Ichi chirwere chinobatwa nenzungu nenyimo kana dzimwe mbesa, dzichibva dzaoma kana kuunyana mashizha. chikukuvere 7 .
chikukwa 	D- 	7 	z 		chikukwa D- z 7 . Chikukwa igonye rine mambava ane unye, zvokuti ukarinzvezvera ganda rinoswinya.
chikumba 	D- 	7 	z 		chikumba D- z 7 . Chikumba iganda remombe mbudzi kana dzimwewo mhuka, rinogarirwa mumba.
chikumbaridzo 	D- 	7 	z 		chikumbaridzo D- z 7 . chiguvare 7 .
chikumbwe 	KD 	7 	z 		chikumbwe KD z 7 . Chikumbwe kapururu kanogara mumwena panzvimbo dzakanyorova.
chikumegumbu 	DDKDD 	7 	z 		chikumegumbu DDKDD z 7 . chikweguru 7 .
chikumo 	D- 	7 	z 		chikumo D- z 7 . Chikumo kapuka kadikidiki kanenge svosve, kanodya mukati memhodzi kana muti muchiora. chipfuto 7 .
chikumura 	DKKD 	7 	z 		chikumura DKKD z 7 . Iyi ihari yedoro inopiwa vanhu panhimbe iri yokutanga.
chikundo 	DKD 	7 	z 		chikundo DKD z 7 . Chikundo kuita zvinhu zvisingadiwi navamwe uchishandisa chisimba. mukundo 3 .
chikundu 	DDK 	7 	z 		chikundu DDK z 7 . Chikundu chirwere chinobatwa nembwa, mambava ayo achiunduka. gwembe 5, rukundu 11 .
chikundya 	D- 	7 	z 		chikundya D- z 7 . Chikundya chinzvimbo namasimba zvinopiwa munhu pabasa kuti aone mafambisirwo ebasa.
chikungunyo 	DKKD 	7 	z 		chikungunyo DKKD z 7 . Apa panzvimbo iri nechekuzasi kwemusana panonyatsofonyoka kana uchiita basa. Chikungunyo changu chiri kurwadza nebasa randaita.
chikunguo musori 	DKKD DDK 	7 	z 		chikunguo musori DKKD DDK z 7 . chikunguwobaya 7 .
chikunguobaya 	DKKDDK 	7 	z 		chikunguobaya DKKDDK z 7 . Iri igunguo dema risina vara jena muhuro.
chikungurubwe 	DKKKD 	7 	z 		chikungurubwe DKKKD z 7 . Iri idombo kana kuti ibwe rakaurungana richitsvedzerera.
chikunhamidziyo 	DDDDKK 	7 	z 		chikunhamidziyo DDDDKK z 7 . Uyu munhu asinganyatsogona zvinoitwa navamwe. Somunhu aiva chikunhamudziyo, kubatira geja kwakandinetsa.
chikupo 	D- 	7 	z 		chikupo D- z 7 . chimviriri 7 .
chikurira 	DKKD 	7 	z 		chikurira DKKD z 7 . Uku kuita zvinhu uchishandisa simba nokuziva kuti vaunoitira hapana zvavangakuita.
chikurukuta 	DKKKD 	7 	z 		chikurukuta DKKKD z 7 . Ichi chirwere chezvisasa zvinobata n'ombe.
chikurungadovi 	DKKKDK 	7 	z 		chikurungadovi DKKKDK z 7 . Aka kashiri kanogara mumasango ari pedyo nemvura, kaine mavara anoyevedza, kakafana nekuwe. gurukuru 5 .
chikururamabhachi 	DKKKDKD 	7 	z 		chikururamabhachi DKKKDKD z 7 . Iri idoro rinombonwiwa vanhu vasati vatanga basa pahumwe kana kuti panhimbe. chikumura 7 .
chikushamari 	DKKDK 	7 	z 		chikushamari DKKDK z 7 . Uyu munhu anotambisa mari.
chikuuniso 	DKKKD 	7 	z 		chikuuniso DKKKD z 7 . Ichi chiitiko chinokonzera nyadzi nokufumuka.
chikuva 	DKK 	7 	z 		chikuva DKK z 7 . Chikuva inzvimbo yakagadzirirwa kana kuumbiridzwa kuti igoiswa hari mumba.
chikuvauro 	D- 	7 	z 		chikuvauro chikwauro D- z 7 . chirovero 7 .
chikuvhu 	DKK 	7 	z 		chikuvhu DKK z 7 . rukuvhute 11 .
chikuwe 	DKD 	7 	z 		chikuwe DKD z 7 . Chikuwe kuseka kunoita vanhukadzi pamwe chete vachidaidzira, zvikuru vasikana. chikwe-e 7 .
chikuwo 	DKK 	7 	z 		chikuwo DKK z 7 . Chikuwo ndechinoshandiswa mumutauro kuratidza kuti munhu akataura akakwidza izwi. Mbuya vakangoti, A!
chikwadombo 	DKDK 	7 	z 		chikwadombo DKDK z 7 . chidhambakura 7 .
chikwaire 	DKDK 	7 	z 		chikwaire DKDK z 7 . Uyu munhu mupfupi anoratidza kudya achiguta. mbozha 9, njonda 9 .
chikwakwa 	D- 	7 	z 		chikwakwa D- z 7 . chisasa 7 .
chikwama 	DKK 	7 	z 		chikwama DKK z 7 . Chikwama kahomwe kanochengeterwa mari.
chikwambo 	DKD 	7 	z 		chikwambo DKD z 7 . Chikwambo mishonga inoita kuti munhu atore upfumi hwavamwe, asi kazhinji mishonga iyi inozodzoka yonetsa muridzi wayo.
chikwande 	DDK 	7 	z 		chikwande DDK z 7 . Chikwande chidimbu chakaoma cheganda remuti rokunze. gwande 5, gwati 5 .
chikwangu 	DKD 	7 	z 		chikwangu DKD z 7 . chikwengu 7 .
chikwangwani 	DKDD 	7 	z 		chikwangwani DKDD z 7 . Apa ndepanonyorwa chiziviso kuitira kuti vanhu vazive zvavanotarisirwa kuita panhu. Mugwagwa wataifamba nawo wakavharwa, saka iko zvino pava nechikwangani chakanzi, "Hapana nzira".
chikwape 	D- 	7 	z 		chikwape D- z 7 . Chikwape rudzi rwemakwai ane misoro mitema.
chikwapuro 	D- 	7 	z 		chikwapuro D- z 7 . Uyu munhu anonyatsogona kuita chimwe chinhu. Mukoma wake chikwapuro chechikoro.
chikwasvo 	D- 	7 	z 		chikwasvo D- z 7 . Chikwasvo chitanda chakagadzirwa kuti chifambise igwa mumvura, chichiikupira kumashure.
chikwata 	D- 	7 	z 		chikwata D- z 7 . Chikwata chikamu chevanhu vari panzvimbo imwe chete.
chikwatakwata 	D- 	7 	z 		chikwatakwata D- z 7 . Uku kuita chinhu chimwe nguva imwe kwavanhu vakawanda.
chikwayambanje 	DDKDK 	7 	z 		chikwayambanje DDKDK z 7 . Ava vana vehove yegwaya vasati vanyatsa kukura.
chikwe-e 	DKD 	7 	z 		chikwe-e DKD z 7 . Uku kuseka kanoitwa munhu achidaidzira kanowanzoitwa navasikana namadzimai. chikuwe 7 .
chikweguru 	DKDD 	7 	z 		chikweguru DKDD z 7 . Urwu rudzi rweshiri inorira ichinzwika sokuti inoti, "Chikweguru".
chikwekwe 	D- 	7 	z 		chikwekwe D- z 7 . Chikwekwe chirwere chembudzi chinoita kuti dzisvuuke dzichibva mambava. Chikwekwe kapuka kanobatirira pamhuka kachinwa ropa. chishambwe 7, gwekwe 5 .
chikwembe 	DKD 	7 	z 		chikwembe DKD z 7 . Chikwembe kamweya kakashata kanowanzoitwa nevanhu kana mbudzi. gwembe 5 .
chikwengo 	DKK 	7 	z 		chikwengo DKK z 7 . Chikwengo kasimbi kana karata kanoshandiswa pakubvisa tsvina pamidziyo yokubikira, zvikuru makoko.
chikwepa 	D- 	7 	z 		chikwepa D- z 7 . Chikwepa ndechakagadzirwa nedanda rakaururwa mukati, munotsokerwa fodya kana munhu ava kuda kuiputa.
chikwereti 	DKDD 	7 	z 		chikwereti DKDD z 7 . Iyi imari inopiwa munhu kuti ambofana kushandisa agozodzosera kana aiwana.
chikweshe 	D- 	7 	z 		chikweshe D- z 7 . Chikweshe iganda remhuka rinoomeswa rogadzirwa kuti rishandiswe pakugara kana kurara. chikumba 7 . Chikweshe imbatya isingapindi mvura inopfekwa kana kuchinaya. chikumba 7 .
chikweya 	D- 	7 	z 		chikweya D- z 7 . Chikweya imombe inenge ichisarira shure pakurima.
chikwinyanguo 	D- 	7 	z 		chikwinyanguo D- z 7 . benzi 5 .
chikwizo 	D- 	7 	z 		chikwizo D- z 7 . Chikwizo idombo kana chimwe chinhu chinoshandiswa pakukwesha kana munhu achigeza.
chimai 	DKD 	7 	z 		chimai DKD z 7 . Chimai ndepanopinzwa chimwana chekiyi pakukiya kana kukiyinura.
chimamata 	D- 	7 	z 		chimamata D- z 7 . Uyu munhu anotaura achikakamira kana kundandama. chimata 7 .
chimanda 	DKK 	7 	z 		chimanda DKK z 7 . Chimanda in'ombe inobviswa nomukuwasha kuratidza kuti akawana mukadzi wake ari mhandara.
chimandamanda 	DKKKK 	7 	z 		chimandamanda DKKKK z 7 . chimanda 7 .
chimandionerepi 	DDKKKDK 	7 	z 		chimandionerepi DDKKKDK z 7 . Uyu munhu akapfupika zvikuru.
chimanikidzo 	DKKKD 	7 	z 		chimanikidzo DKKKD z 7 . Ichi chiitiko chinotadzisa munhu kuita zvaanenge akaronga, chakaita sokurwara kana kufirwa nezvimwewo.
chimano 	DKK 	7 	z 		chimano DKK z 7 . Chimano chipanera kana mudziyo unoshandiswa kudzvanya simbi pakugadzira zvinhu.
chiManyika 	DDKD 	7 	z 		chiManyika DDKD z 7 . Iri nderimwe remazita anonzi ndiwo marudzi evaShona, vanhu vacho vachigara kumatunhu ekumabvazuva akapoteredza kwaMutare.
chimanzi 	DDK 	7 	z 		chimanzi DDK z 7 . Urwu rudzi rwenyoka. chindaramembwe 7 .
chimata 	D- 	7 	z 		chimata D- z 7 . chimamata 7 .
chimazangwa 	DDKD 	7 	z 		chimazangwa DDKD z 7 . Aka katende kemunhu ane mishonga kanogona kutaura.
chimbembeza 	DKDK 	7 	z 		chimbembeza DKDK z 7 . Uku kubereka mwana kumusana usina kumusunga nembereko kana tauro. chambembeza 7 .
chimbi 	DK 	7 	z 		chimbi DK z 7 . Chimbi inhengo inenge munzwa, inomera nechemukati megumbo rejongwe. Zvimbi zvezijongwe iro zvareba zvekuti rinenge richazvipiringisha pakufamba.
chimbo 	DK 	7 	z 		chimbo DK z 7 . rumbo 11 .
chimbori 	DDK 	7 	z 		chimbori DDK z 7 . Chimbori rudzi rwezizi rakaita diki rinorira richikasika. kazizimbori 14 , chizizimbori 7 .
chimbuzi 	D- 	7 	z 		chimbuzi D- z 7 . Chimbuzi imba yakagadzirirwa kuitirwa tsvina navanhu.
chimbwamupengo 	DKDKK 	7 	z 		chimbwamupengo DKDKK z 7 . chigeven'a 7 .
chimedu 	DKD 	7 	z 		chimedu DKD z 7 . Chimedu chidimu chinenge chabva pane chimwe chinhu chikuru. chipandi 7 .
chimera 	D- 	7 	z 		chimera D- z 7 . Chimera zviyo zvakaita serukweza nemapfunde kana mhunga, zvinonyikwa mumvura, zvomera, zvozokuyiwa kuita upfu hunoshandiswa kubika doro kana maheu.
chimhare 	DDK 	7 	z 		chimhare DDK z 7 . Chimhare inzvimbo inenge iine ivhu rakaita chidhaka chakatsetseka.
chimhembeza 	DKDK 	7 	z 		chimhembeza DKDK z 7 . chimbembeza 7 .
chimhindiboshwe 	DKKDK 	7 	z 		chimhindiboshwe DKKDK z 7 . Uku kuita zvinhu nenzira inoenderana nokuti unenge uchishandisa ruoko rweruboshwe. Hanzvadzi yangu inoshandisa ruoko rwerudyi, saka inobika sadza chimhindiboshwe.
chimhingamupinyi 	DKKDKK 	7 	z 		chimhingamupinyi chipingamupinyi DKKDKK z 7 . Ichi chiitiko chinovhiringidza munhu pane zvaanenge akaronga.
chimhini 	DKK 	7 	z 		chimhini DKK z 7 . Chimhini muswe wemhuka wakagurika.
chimhonzo 	DKK 	7 	z 		chimhonzo DKK z 7 . Chimhonzo nderumwe rudzi rwehove.
chimhukutira 	D- 	7 	z 		chimhukutira D- z 7 . Uku kungozviitira zvinhu zvako wakanyarara pasina waunotaurira. chinyararire 7 .
chimhushu 	DKD 	7 	z 		chimhushu DKD z 7 . Chimhushu chinhu chipfupi.
chimhutwa 	D- 	7 	z 		chimhutwa D- z 7 . Chimhutwa idutu renzungu dzisina kumenywa.
chimimbamutekwe 	DKKKKD 	7 	z 		chimimbamutekwe DKKKKD z 7 . Uku kuita dumbu guru kwemunhukadzi vanhu vofungira kuti ane mimba iye asina. chimimbamutaku 7 .
chimiro 	DKK 	7 	z 		chimiro DKK z 7 . Chimiro maumbirwe anenge akaitwa muviri womunhu.
chimiso 	DKK 	7 	z 		chimiso DKK z 7 . Chimiso kadodzi kanoiswa pokupedzisira pomutsetse wanyorwa, kuratidza kuti ndipo panoperera chirevo.
chimokoto 	D- 	7 	z 		chimokoto D- z 7 . Urwu rudzi rweshiri dzinofamba dziri boka, dzichiita matendere pamwe chete nokudya mbesa.
chimombeenda chimombedzoka 	DDDDK DDDDK 	7 	z 		chimombeenda chimombedzoka DDDDK DDDDK z 7 . Uku kuroorerana pamhuri mbiri,muchiroora kwamakaroorerwa.
chimonera 	D- 	7 	z 		chimonera D- z 7 . Iyi ifodya inotengwa munhu ozozvigadzirira mudzanga wake ega.
chimugondya 	DDKD 	7 	z 		chimugondya DDKD z 7 . Iyi isipo yokuwachisa inenge yakagadzirwa kuita chigodo.
chimuka 	D- 	7 	z 		chimuka D- z 7 . chimuka idoro raibva asi risati ranyatsa kuvira.
chimukiro 	DDKK 	7 	z 		chimukiro DDKK z 7 . Kana munhu achiti chimukiro anenge achireva kuti kubvira nguva yaamuka. Handina chandadya chimukiro.
chimuko 	D- 	7 	z 		chimuko D- z 7 . Chimuko mubairo waunowana kokupedzisira mushure mokushanda. Kurovana navanhu ibasa risina chimuko.
chimukombwiro 	DDDKD 	7 	z 		chimukombwiro DDDKD z 7 . Urwu rudzi rweshiri ine maziso matema. gwenhure 5, mugweture 3 .
chimukuyu 	DDKD 	7 	z 		chimukuyu DDKD z 7 . Iyi inyama yakaomeswa kana kusasikwa.
chimumumu 	DKKK 	7 	z 		chimumumu DKKK z 7 . Uyu munhu ane urema hwokusagona kutaura.
chimurenga 	D- 	7 	z 		chimurenga D- z 7 . Kuita chimurenga kurwisa kubvisa utongi hwechisimba hunorwadza.
Chimurenga 	D- 	7 	z 		Chimurenga D- z 7 . Iyi ihondo yechipiri yakarwiwa kubvisa udzvanyiriri hwevachena vaimbotonga munyika yeZimbabwe.
chimutanhatu 	DDKDK 	7 	z 		chimutanhatu DDKDK z 7 . Ichi chikwata chenyeredzi dzakaita chitutu dziri nhanhatu, dzinowanzoonekwa nechokuchamhembe.
chimutsamapfihwa 	DDDDKD 	7 	z 		chimutsamapfihwa DDDDKD z 7 . Uyu mukadzi anopiwa mukuwasha natezvara kana mukadzi wake afa.
chimvari 	DKD 	7 	z 		chimvari DKD z 7 . Chimvari ndechimwe chezvinodauka zvichidonha kana munhu achitema muti.
chimviriri 	DKDD 	7 	z 		chimviriri DKDD z 7 . Ichi chinhu chinotenderedzwa nevana, chokukandisa matombo, chinogadzirwa netambo. chihwiriri 7 .
chimvuramabwe 	DKKKD 	7 	z 		chimvuramabwe chimvuramahwe DKKKD z 7 . Iyi imvura yakagwamba kuita chando inenge ichinaya.
chimwandamwanda 	DKDKD 	7 	z 		chimwandamwanda DKDKD z 7 . Uku kumhanya kwavanhu vakawanda kubva panzvimbo imwe chete, vachienda kumativi akasiyana-siyana. bararamhanya 5 .
chimwango 	D- 	7 	z 		chimwango D- z 7 . Chimwango ibadza diki rinenge rasara mushure mokunge rapera nekushandiswa.
Chimwenyi 	DDK 	7 	z 		Chimwenyi DDK z 7 . Uku kuita kwavanhu vanotendera muna mwari anonzi Allah.
chin'ai 	D- 	7 	z 		chin'ai D- z 7 . Chin'ai kusviba kunoita denga reimba nokuda kweutsi hwava nenguva refu huchipwititikamo.
chin'ogoro 	DKKK 	7 	z 		chin'ogoro DKKK z 7 . Uyu munhu akaomera zvikuru nezvinhu zvake. chiwome 7, mupazvaora 1 .
chin'ono 	D- 	7 	z 		chin'ono D- z 7 . Ichi chibhururukwa chakaita senhunzi, chinoruma nokusveta ropa kunyanya pan'ombe.
chin'wango 	D- 	7 	z 		chin'wango D- z 7 . Chin'wango chipadza chidiki chinenge chapera nokusakuriswa kwemakore mazhinji. chiserima 7, chikuruo 7 .
china 	D- 	7 	z 		china D- z 7 . China chiverengwa chinouya mushure mechitatu.
chinakidzwa 	DDKD 	7 	z 		chinakidzwa DDKD z 7 . Uku kuita zvinhu usinganyanyi kuzviisa mumwoyo, uchingoda kufara chete. chinakirwa 7 .
chinakirwa 	DDKD 	7 	z 		chinakirwa DDKD z 7 . chinakidzwa 7 .
chinamwe 	DKD 	7 	z 		chinamwe DKD z 7 . Chinamwe ivhu dete rinokwanisa kunama.
chinana 	DKK 	7 	z 		chinana DKK z 7 . Chinana chinhu chidiki chinogona kuipisa munhu.
chinanazi 	DKDK 	7 	z 		chinanazi DKDK z 7 . Uyu muchero une minzwa, une dzinde rinenge gavakava.
chinangwa 	DKD 	7 	z 		chinangwa DKD z 7 . Ichi chinhu chinenge chakavavarirwa nemunhu. vavaviro 9 .
chinanzvirwa 	DKDK 	7 	z 		chinanzvirwa DKDK z 7 . Iri idovi rinonaka rinodyiwa munhu achingomunyungira.
chindadonyo 	DKDK 	7 	z 		chindadonyo DKDK z 7 . chindakwenya 7 .
chindakwenya 	DKKK 	7 	z 		chindakwenya DKKK z 7 . Aka kainda kadiki kanowanikwa pamavhere kana kuti choya, kanoruma zvinovava.
chindarimani 	DDKDD 	7 	z 		chindarimani DDKDD z 7 . Ichi chirwere chinoti kana chikabata imbwa inogara ichingogwinha muviri wayo.
chindarumanegotsi 	DDKKDKD 	7 	z 		chindarumanegotsi DDKKDKD z 7 . Iyi imhando yechimbuyu chine musana wakaomarara, chinoti kana ukachibata chinokudzvanya chichikwizira musoro wacho pamusana. chigakata 7 .
chindarumebwe 	DDKDD 	7 	z 		chindarumebwe DDKDD z 7 . Urwu rumwewo rudzi rwenyoka. chindarumabwe 7, chimanzi 7 .
chiNdau 	DDK 	7 	z 		chiNdau DDK z 7 . ChiNdau nderimwe remazita anonzi ndiwo emarudzi evaShona, vanhu vacho vachigara kumatunhu ekumabvazuva akapoteredza Chipinge.
chinderera 	DKKD 	7 	z 		chinderera DKKD z 7 . Iyi ishiri ine mitsetse michena nemitema, inodya hove. kanyururahove 12 .
