chiuno 	DKK 	3 	z 		chiuno DKK z 3 . Chiuno inzvimbo yomuviri womunhu yakadzvinyingikira mukati, panobatana hudyu, dumbu nemusana. Chiuno chinobatsira kuti kana munhu apfeka bhurugwa risadonha. Chiuno itsika yomunhurume anenge achinyanya kuda kurara nevakadzi. Iwe shamwari, uchasiya watiparira mhosva, nechiuno chako ichocho.
musimha 	D- 	3 	z 		musimha D- z 3 . Musimha igomba rakadzika, rinocherwa nemajuru kana mbeva. musindi 3 .
musindo 	D- 	3 	z 		musindo D- z 3 . Musindo muitiro wekuda kurwa nguva zhinji. mheremhere 9 . Musindo ruzha runonyaudza chaizvo. Marori mahombe anotiitira musindo isu tichida kurara.
musinga 	D- 	3 	z 		musinga D- z 3 . Musinga imhuno yenzou.
musingwi 	DKK 	3 	z 		musingwi DKK z 3 . Musingwi igomba guru rakadzika zvikuru. singwi 5 .
musipiti 	DKKK 	3 	z 		musipiti DKKK z 3 . Musipiti muti wakareba chaizvo. Musipiti kumira wakangoti twi, kunge une zvawafambira kana kuti zvawatumwa.
musisidzo 	D- 	3 	z 		musisidzo D- z 3 . Iyi inguva inombobvumidzwa mhuru kuti imwe kana munhu achikama, kuti mukaka wemhou uwande muzamu. musiso 3 .
musiso 	D- 	3 	z 		musiso D- z 3 . musisidzo 3 .
musiwo 	DKD 	3 	z 		musiwo musuwo DKD z 3 . Musiwo iburi rekupinda naro mumba kana munzvimbo yakavakirirwa. mukova 3 . Musiwo ndechinovhurwa kana kuvharwa, kana munhu achipinda kana kubuda mumba kana mumotokari. sasa 5 .
musiyidzanwa 	DKKDK 	3 	z 		musiyidzanwa DKKDK z 3 . Iyi imari inosara isina kubhadharwa, imwe yabhadharwa.
musiyiranwa 	DKKDK 	3 	z 		musiyiranwa DKKDK z 3 . Iyi itsika nemaitiro evanhu anogamuchidzanwa nokufamba kwenguva mumhuri. Uku kutambidzanwa kunoitwa zvinhu kune anogara nhaka yasiyiwa neumwe.
musodzi 	DKD 	3 	z 		musodzi DKD z 3 . Musodzi imvura inobuda mumaziso kana munhu achiseka kana kuchema.
musokoso 	D- 	3 	z 		musokoso D- z 3 . Iyi inhamo inoshevedza dzimwe nhamo.
musombo 	DDK 	3 	z 		musombo DDK z 3 . gongo 5 .
musone 	DDK 	3 	z 		musone DDK z 3 . mufushwa 3 .
musongora 	D- 	3 	z 		musongora D- z 3 . Uyu mutsipa wehuku kana shiri inenge yaurayiwa. musonhoro 3 .
musongosongo 	D- 	3 	z 		musongosongo D- z 3 . Iyi inyama tsvuku inoreba yakagara pamusoro wejongwe.
musono 	D- 	3 	z 		musono D- z 3 . Musono ndepanenge pakabatanidzwa napo chisonwa.
musonzwana 	DDKK 	3 	z 		musonzwana DDKK z 3 . Uyu muromoromo wepfuti.
musoro 	DKK 	3 	z 		musoro DKK z 3 . Musoro inhengo yemuviri ine nzeve, maziso, vhudzi, mhino nezvimwewo. Chinhu chine musoro chinhu chinoratidza njere. pfungwa 9 . Kana munhu achirwara ne musoro anenge achirwadziwa nawo uchimutema. Musoro izita rebhuku kana nyaya, sekuti "Chakwesha".
musoro bandamba 	DKK KKK 	3 	z 		musoro bandamba DKK KKK z 3 . Uyu musoro unenge wakanyanyokukura.
musoro bande 	DKK DK 	3 	z 		musoro bande DKK DK z 3 . Uku kutemwa nemusoro zvinorwadza zvikuru.
musosahwai 	D- 	3 	z 		musosahwai D- z 3 . Uyu muti unoita hunde, wakaomarara, unosevenzeswa kusoseresa ruzhowa.
musoso 	D- 	3 	z 		musoso D- z 3 . Aka kasora kanotunga kubva muvhu, kanoita tuminzwa tunobaya. mufeso 3 .
musososo 	D- 	3 	z 		musososo D- z 3 . musasa 3 .
musosoti 	DKKD 	3 	z 		musosoti DKKD z 3 . Uyu muti unowanzomera pachuru sechikwenzi, unobereka muzhizha vana vanoibva vachiita vachena, vadiki. muchokochiyana 3, muchakakuhwe 3 .
musova 	D- 	3 	z 		musova musuva D- z 3 . Musova isadza rinonokorwa nemunhu osvinyanga-svinyanga asati aseva mumuriwo.
musudzo 	D- 	3 	z 		musudzo musuzo D- z 3 . Uyu mweya unoburitswa nemunhu nekumashure, unogona kubuda chinyararire uchiti pfu-u, kana kubuda zvine ruzha uchiti bhu. rusudzo 11 .
musukameno 	D- 	3 	z 		musukameno D- z 3 . Urwu rudzi rwekamuti kadiki kanoshandiswa kusuka meno. mugaragunguo 3, murungu 3 .
musumbu 	DKK 	3 	z 		musumbu DKK z 3 . Musumbu uswa hwakawanda, hwakasungwa pamwe chete. mwanda 9, chimwanda 7 .
musumbunuko 	D- 	3 	z 		musumbunuko D- z 3 . Iri izuva rekutanga resvondo, panotanga vanhu kushanda. Muvhuro 1a .
musumburumbu 	DKKKK 	3 	z 		musumburumbu DKKKK z 3 . Izvi zvinhu zvakawanda zvinenge zviri pamwe chete. Hombarume ndakaiona nemusumburumbu weshiri.
musumo 	DKK 	3 	z 		musumo DKK z 3 . Musumo kakari kanotanga kupiwa muridzi wemusha, kumuratidza kuti doro rava kuda kunwiwa. Musumo mashoko ekutanga anotaurwa kana vanhu vachipira kuvadzimu. Musumo mashoko anonyorwa kwekutanga kwebhuku.
musumudzo 	DKKD 	3 	z 		musumudzo DKKD z 3 . Iyi imari inopiwa kuna tezvara panopera zvirango zvewanano, vakuwasha votora mudzimai wavo.
musungahuro 	DKKKD 	3 	z 		musungahuro DKKKD z 3 . Ichi chishongo chemuhuro.
musungo 	DKK 	3 	z 		musungo DKK z 3 . Musungo itambo chero chimwewo chinosevenzeswa pakusunga zvinhu zvakasiyana-siyana. Musungo itambo kana waya inosevenzeswa pakuteya mhuka dzakaita diki setsuro.
musungusungu 	DKKDK 	3 	z 		musungusungu DKKDK z 3 . mukundanyama 3 .
musungwa 	DDK 	3 	z 		musungwa DDK z 3 . Musungwa munhu anenge akapara mhosva, kana kuti anenge achifungirwa kuti akapara mhosva zvekuti anenge akachengetwa nemapurisa.
musuo 	DKD 	3 	z 		musuo DKD z 3 . Apa panhu panovhurika nekuvharika panopindwa nokubudiwa napo mumba kana pese pese pakavakirirwa. mukova 3 .
musure 	DKD 	3 	z 		musure DKD z 3 . mumashure 18 .
mususu 	DKD 	3 	z 		mususu DKD z 3 . Uyu muti unokura zviri pakati nepakati, unoshandiswa kuveza zvinhu zvakaita sezvikei nemajoki. mukonono 3 .
musvesvenenga 	D- 	3 	z 		musvesvenenga D- z 3 . Ichi chinhu chakareba-reba kana munhu murefu-refu.
musvi 	DK 	3 	z 		musvi DK z 3 . Musvi kunwa kunenge kwabviswa magufu kana masese, kwasara nhapitapi yega. Musvi muto unotapira unowanikwa kubva kumichero zvirimwa kana uchi. musvisvi 3 .
musvisvi 	DKD 	3 	z 		musvisvi DKD z 3 . musvi 3 .
musvongosvongo 	D- 	3 	z 		musvongosvongo D- z 3 . Iri zinhu zirefurefu, rinotyisa.
musvotamhungu 	DDDKK 	3 	z 		musvotamhungu DDDKK z 3 . Uyu muti unoshandiswa kuita mapango, unowanzoita muzvuru maunenge uchimonerana nemimwe.
musvuu 	DDK 	3 	z 		musvuu DDK z 3 . Musvuu musoro unogerwa kusara usisina kana kabvudzi. baravara 5 . Musvuu ihuku isina makushe muhuro. Musvuu munhu asina mari kana upfumi hwekuti azvibatsire.
muswe 	DK 	3 	z 		muswe musve DK z 3 . Muswe inhengo yemuviri wemhuka inomera kumagumo emusana inopinimidza kana kurembera kumashure. muchira 3 . Muswe munhu anosaririra shure pakuita zvinhu.
muswedzwa 	DDK 	3 	z 		muswedzwa DDK z 3 . Muswedzwa isadza rinenge rasara pakudyiwa mangwanani kana masikati, rozodyiwa manheru.
muswere 	DDK 	3 	z 		muswere muswero DDK z 3 . Iri izuva rose, kubva mangwanani kusvika zuva radoka. Mashaya mombe, manga muchiitei muswere wese wezuva?
muswinda 	DDK 	3 	z 		muswinda DDK z 3 . Muswinda kunge munhu usina kupfeka nhumbi. musvo 3 .
mutabvunda 	DDKD 	3 	z 		mutabvunda DDKD z 3 . Aka kahembe kemangamanga, kasingaonekeri, kane mucheka mutetetete unofamba uchitamba-tamba.
mutadzva 	D- 	3 	z 		mutadzva D- z 3 . Mutadzva mukaka wemombe wakakora, unosanganiswa nomutuvi, mushure mokubviswa kweruomba. Mutadzva muto wematamba.
mutakataka 	D- 	3 	z 		mutakataka D- z 3 . Iri ibasa rinotora zuva rose kuti riitwe.
mutakatira 	D- 	3 	z 		mutakatira D- z 3 . Mutakatira muswere wezuva rose. Vanamai vaita mutakatira kumunda kubvira runyanhiriri.
mutakunanzva 	DDKDD 	3 	z 		mutakunanzva DDKDD z 3 . Izvi ndezvinotapira chaizvo zvakaita seuchi, jemhu kana manyuchi.
mutakura 	D- 	3 	z 		mutakura D- z 3 . Uku kudya kunobikwa nezvirimwa zvakaoma, zvakaita sechibage, nyimo kana nzungu.
mutamba 	DDK 	3 	z 		mutamba DDK z 3 . Mutamba muti unobereka vana vanonzi matamba, vakaomarara kunze, vanoita yero kana vaibva.
mutambarakede 	DDDDKD 	3 	z 		mutambarakede DDDDKD z 3 . Uku kugara upenyu hwakanaka, husina zvinonetsa. mutambaratende 3 .
mutambaratende 	DDDDKD 	3 	z 		mutambaratende DDDDKD z 3 . mutambarakede 3 .
mutambausiku 	DDKDKK 	3 	z 		mutambausiku DDKDKK z 3 . Uyu muti werumwe rudzi rwemutamba.
mutambo 	D- 	3 	z 		mutambo D- z 3 . Mutambo ijira rinopfekedzwa mucheche rakabatwa pachiuno nezvipeneti. munapukeni 9 .
mutambo 	DKK 	3 	z 		mutambo DKK z 3 . Mutambo zviitiko zvakasiyana-siyana zvinoitwa nechinangwa chekufadza vazhinji. Mutambo mabiko anoitwa kufarira kukunda kana zvimwewo, zvakaita sezuva rekuzvarwa kwemunhu. Mutambo chiitiko chinoitwa, chichibva mubhuku, vamwe vakatarisa. Pandakaona mutambo waMungoshi, "Inongova Njakenjake", ndakabvuma kuti murume uya une chipo chekunyora. Mutambo makwikwi, akaita sebhora, anoitwa mapoka akasiyana-siyana. Mutambo inyaya kana maitiro anoshaisa vanhu zano. Mukomana uya wekuba nekugura mota yechipatara, akatiitira mutambo wakaoma.
mutanda 	DKK 	3 	z 		mutanda DKK z 3 . Mutanda idanda kana simbi inenge yakachinjika pachinhu. Anga achichovha bhasikoro akagara pamutanda waro.
mutandabota 	DDDKK 	3 	z 		mutandabota DDDKK z 3 . Iri ibota rinobikwa nemuto wematamba.
mutandamhuno 	DKKKD 	3 	z 		mutandamhuno mutandamhino DKKKD z 3 . Iri ibhonzo rakamisa mhuno, rinomhanya kubva pakati pemaziso kusvika panoperera mhuno.
mutandangu 	DDDK 	3 	z 		mutandangu DDDK z 3 . Uyu mutinhimira wengoma inoririsa zvikuru.
mutandariko 	DKKKD 	3 	z 		mutandariko DKKKD z 3 . Iri idanda rinoshandiswa kuvhara padanga, kana pagedhe, kana musuwo.
mutandarombo 	DKKDK 	3 	z 		mutandarombo DKKDK z 3 . Uyu muti unoshandiswa kubvisa munyama. Uyu muti unoshandiswa kudzinga mweya yakaipa.
mutando 	D- 	3 	z 		mutando D- z 3 . Mutando itsambo inogadzirwa nemhangwa nezvuma.
mutangatsapi 	DKKDK 	3 	z 		mutangatsapi DKKDK z 3 . Uku kurara kunoita musikana nemukomana vasati varoorana.
mutanho 	D- 	3 	z 		mutanho D- z 3 . Mutanho inzvimbo inovakwa nematanda, inoyanikirwa zvirimwa zvakaita senzungu kana chibage. Mutanho ibhiriji rematanda. Mutanho mufambo unosvika maira imwe.
mutapatapa 	D- 	3 	z 		mutapatapa mutaparapa D- z 3 . murabaraba 3 .
mutapatapa 	DKKKK 	3 	z 		mutapatapa DKKKK z 3 . Ichi chipfeko kana chekugarira chakanyorova zvekutosvinwa mvura. Bvisai mwana mutapatapa wemutambo uri kumuchemedza uyo.
mutarara 	D- 	3 	z 		mutarara D- z 3 . Uyu muti wakaomarara unobereka nharara dzinodyiwa. mutara 3 .
mutararo 	DKKD 	3 	z 		mutararo DKKD z 3 . Iyi iwaya kana shinda inenge yakatandiwa kuti iyanikirwe hembe kana nyama. mutariko 3 .
mutariko 	DKKD 	3 	z 		mutariko DKKD z 3 . mutararo 3 .
mutariro 	DKKD 	3 	z 		mutariro DKKD z 3 . Uku kumbomiswa kwebasa rinenge richiitwa. muturiko 3 . Uku kurega kutemwa kwemutongo pazuva raunenge wakatarisirwa.
mutatu 	DDK 	3 	z 		mutatu DDK z 3 . Mutatu kurongwa kwemapfihwa, ari matatu, pachoto. Mutatu ibhasikoro rinochinjwa kuti ripfave kana kuti riome pakuchovha. Mutatu itsoro inotambwa nevanhu vaviri, inonyorwa ine makona matatu, nezvekutambisa zvacho, zvitatu pamunhu. Mutatu chidavado chekuruka tyava kana tambo, uchishandisa tambo diki, dzinenge dzichipindana, dziri nhatu. Mutatu kufamba nemakumbo matatu kunoita imbwa, kana imwewo mhuka ine makumbo mana, kana yakuvara rimwe gumbo.
mutauro 	D- 	3 	z 		mutauro D- z 3 . Mutauro rurimi rwunotaurwa nevanhu. Mutauro weShona ndiwo unotaurwa nevanhu vazhinji vemuno muZimbabwe. Mutauro kutaudzana kunoita vanhu vachiburitsirana mashoko akaomarara. Pamba apo pakaita mutauro nezuro, mombe dzavo dzadya kumunda kwevaridzi.
mutavara 	DDKD 	3 	z 		mutavara DDKD z 3 . Uyu mucheka unomonerwa nevarume.
mutekateka 	D- 	3 	z 		mutekateka D- z 3 . Uyu munhu, mhuka kana mudziyo wemumba unenge wakatakurwa nevanhu vaviri kana vanopfuura, vachishandisa maoko avo kana zvitakuriso zvakagadzirirwa basa iri.
muteketeke 	D- 	3 	z 		muteketeke D- z 3 . Iyi inyama yakabikwa, inotengeswa panzvimbo inenge yakaungana vanwi vedoro.
mutemarege 	DKKDK 	3 	z 		mutemarege DKKDK z 3 . Uku kuurayiwa kwezvinhu zvakawanda, asi zvisingadyiwe. Nyoka yakapinda muzumbu ikasiya yaita huku mutemarege. chiurayeuraye 7 .
mutembwende 	D- 	3 	z 		mutembwende D- z 3 . Uyu mucheka murefu unomonerwa nevarume unosvika mumabvi. mukofo 3, mutevera 3 .
mutemo 	DKK 	3 	z 		mutemo DKK z 3 . Mutemo mashoko anodzikwa nechinangwa chekuti pave nekugarisana kwakanaka. murau 3 . Mutemo chinhu chakatarwa kuti ndicho chinofanira kutevedzwa. murau 3 .
mutendekahama 	DKKDKK 	3 	z 		mutendekahama DKKDKK z 3 . munongedzo 3 .
mutengano 	DKKD 	3 	z 		mutengano DKKD z 3 . Uku kupa mumwe chinhu, iye achikupawo chaunoda.
mutengate 	DDKD 	3 	z 		mutengate DDKD z 3 . mutekateka 3 .
mutengo 	DKK 	3 	z 		mutengo DKK z 3 . Mutengo imari kana chimwe chipo chinobviswa kuti upiwe zvaunoda. muripo 3 .
mutenu 	DKD 	3 	z 		mutenu DKD z 3 . Iyi inzvimbo inenge yakadzikira kana uchibva pakakwirira. mudzakisirwa 3 .
mutepe 	DKD 	3 	z 		mutepe DKD z 3 . Mutepe muti une midzi inoshandiswa semushonga wemusoro kana wemhepo, unomera munzizi kana munzvimbo dzine mvura. mupumha 3 .
mutero 	D- 	3 	z 		mutero D- z 3 . Mutero imari inobviswa kana munhu achibhadharira imba yaanogara, kana magetsi kana magetsi, kana zvimwewo. Mutero imari inobviswa kuhurumende ichibva pamari yaunotambira, kana yaunobhadhara muzvitoro nedzimwewo nzvimbo dzakasiyana-siyana.
mutetenerwa 	DKKDK 	3 	z 		mutetenerwa DKKDK z 3 . Idzi inzungu dzakakangwa dzikaiswa munyu dzinodyiwa dzakadaro, kana dzinodyiswa sadza panzvimbo pemuriwo. Zvidhakwa zvinofarira mutetenerwa chaizvo kana zvine bhabharasi. mutete 3 .
muteto 	D- 	3 	z 		muteto D- z 3 . Muteto maitiro anoshoreka.
muteuro 	DKKD 	3 	z 		muteuro DKKD z 3 . munamato 3 .
muteyo 	DKK 	3 	z 		muteyo DKK z 3 . Muteyo mushonga unoshandiswa pakutsvaga muroyi pakati pevanhu vakawanda. Muteyo mudziyo wekubatisa shiri kana mhuka.
mutezo 	DKK 	3 	z 		mutezo DKK z 3 . Mutezo inhengo yemuviri. Mutezo inhengo yechita.
muti 	DK 	3 	z 		muti DK z 3 . Muti imhando yezvinhu zvinomera zvega pasi, kana kudyarwa, asi zvichireba kupfuura uswa. Muti mapiritsi, midzi kana zvimwewo zvinoshandiswa kurapa vanhu, kana kuvakuvadzawo zvakare. mushonga 3 .
mutibwa 	DDK 	3 	z 		mutibwa mutimbwa DDK z 3 . Mutibwa kurara munhu akawarira nekufuga jira rimwe.
mutigida 	DDKD 	3 	z 		mutigida DDKD z 3 . Iri ijira rinomonerwa navanhukadzi, rinobvira padundundu richisvika mumakumbo. mutikuda 3, zambiya 5 .
mutikiti 	DKKK 	3 	z 		mutikiti DKKK z 3 . muboora 3 .
mutimbwa 	DDK 	3 	z 		mutimbwa DDK z 3 . Mutimbwa chuma chinopfekwa muchiuno nevanhukadzi.
mutinhimira 	D- 	3 	z 		mutinhimira D- z 3 . Aya maririro anoita mumhanzi.
mutinhiro 	DDKK 	3 	z 		mutinhiro DDKK z 3 . Urwu ruzha runobuda mumishini yakaita semota kana zvombo zvinodhuuka, zvakaita semabhambo kana pfuti. Urwu ruzha runowanzobatana nemheni, runoitika kana mvura ichinyaya. mupande 3 .
mutiti 	D- 	3 	z 		mutiti mutete D- z 3 . Mutiti muti wakasimba unovezwa ngoma nezvigaro. munhimbiti 3 .
mutitimira 	D- 	3 	z 		mutitimira D- z 3 . Uyu munhu muhombe chaizvo, kana chimwewo chisikwa chihombe. Apa paita mutitimira werume. hofori 9 .
mutitinini 	D- 	3 	z 		mutitinini D- z 3 . Uku kufamba kwemunhu asina kupfeka. Uku kurara kwemunhu asina kufuga jira. Kuita mutitinini kumira kuti twi kunoita mhuka yemunhurume.
muto 	D- 	3 	z 		muto D- z 3 . Muto zvimvura zvinosevewa mumuriwo. Muto imvura inobva mumuchero kana muti.
mutobvo 	D-\DKD 	3 	z 		mutobvo mutobvu D-\DKD z 3 . Mutobvo isimbi yakapfava inonanautswa, yogadziriswa zvinhu zvesimbi zvakasiyana.
mutocha 	DKD 	3 	z 		mutocha DKD z 3 . Mutocha iganda rinopeteka, rinowanikwa panosangana hudyu nemutumbi wekumusoro. Mutocha itsika yekuita musikanzwa kana kutsvinyira vamwe. ugashura 14 .
mutochera 	DKKK\D- 	3 	z 		mutochera DKKK\D- z 3 . Uku kuzvimba kunoita muhapwa kana pahudyu, kana munhu aine ronda pane dzimwe nhengo dzemuviri. mwambabvu 3, mwandabvu 3 . Aya maiitiro emwana ane misikanzwa, asingaremekedze vakuru. Iyi itsika yekufamba uchitsvaga chikafu mumabhini nezvinenge zvasiyiwa panzvimbo dzinobikirwa chikafu.
mutodo 	DDK 	3 	z 		mutodo DDK z 3 . Mutodo ibhurukwa rinosvika kutsoka. mudhebhe 3, mutirauzi 3 .
mutohwe 	DKD 	3 	z 		mutohwe mutobwe DKD z 3 . Mutohwe muti unobereka muchero une mbai dzinonunira kana dzaibva, dzichirera kana munhu achitsenga. mugururu 3 .
mutombo 	DKK 	3 	z 		mutombo DKK z 3 . Mutombo muti kana mushonga unoshandiswa kurapa kana kuuraya.
mutondo 	D- 	3 	z 		mutondo D- z 3 . munhondo 3 .
mutondochuru 	D- 	3 	z 		mutondochuru D- z 3 . Uyu muti unomera pazvuru, unobereka vana vakaomarara, vane mhodzi tsvuku mukati mavo.
mutongo 	DKK 	3 	z 		mutongo DKK z 3 . Mutongo kuenzaniswa nokugurwa kunoitwa nyaya padare.
mutonono 	D- 	3 	z 		mutonono D- z 3 . Uku kugonyesa mabvi, sezvinoita mukuwasha paanenge achiombera ambuya. Uku kugara munhu wakaisa magaro nezvitsiko zvetsoka pasi.
mutoo 	D- 	3 	z 		mutoo mutowo D- z 3 . Mutoo maitiro anoitwa zvinhu.
mutoro 	DDK 	3 	z 		mutoro DDK z 3 . Mutoro inzvimbo inoitirwa mitambo yakakosha sekupira midzimu. Mutoro inyaya kana basa rakaoma rakatarisana newe. Mutoro idoro rinobikwa vanhu vachizorishandisa kukumbira mvura kuvadzimu.
mutoro 	DKK 	3 	z 		mutoro DKK z 3 . Mutoro chinhu chinorema kana nhumbi dzinorema, dzinenge dzakatakurwa nemunhu.
mutorododo 	D- 	3 	z 		mutorododo D- z 3 . Uku kuteerana kwezviitiko zvakareba, chimwe chichienda pamusoro pechimwe. Uku kutaura kwenguva refu mutauri asingazorori, kana kupawo vamwe nguva yekutaura. Pandakamubvunza nezvemari yangu akatangs kunditaurira mutorododo wenyaya.
mutoto 	D- 	3 	z 		mutoto D- z 3 . Mutoto kumberi kwepfuti kunobuda namabara.
mutovakamwe 	DDDDK\DDDKK 	3 	z 		mutovakamwe DDDDK\DDDKK z 3 . Ichi chiitiko chinoitika kamwe asi chichishamisa. ziitikakamwe 21 .
mutowa 	DKD 	3 	z 		mutowa mutohwa DKD z 3 . Mutowa rudzi rwemuti unokunwa urimbo. musikanyimo 3 .
mutoweguru 	DDKDD 	3 	z 		mutoweguru DDKDD z 3 . Iyi ishiri ine muviri une ruvara rweyero nomusoro mutema yakakura kunge chidzvururu inoshandisa mvere kuvaka dendere rayo. gochihwo 5 .
mutsa 	DK 	3 	z 		mutsa DK z 3 . Mutsa mwoyo wakanaka unofarira kuyamura vamwe. tsitsi 10, nyasha 10, mwoyochena 3 .
mutsago 	D- 	3 	z 		mutsago D- z 3 . Mutsago kasimbi kanomonerwa shinda, yozoiswa pazasi pemushini ichibatana neshinda yepamusoro, mushini wozosona. bhobhiri 9, chibhobhiri 7 . Mutsago chitanda chaivezwa kare chaishandiswa kutsamira wakarara. Mutsago chihomwe chakaiswa machira kana shinda yakapfava chekutsamira wakarara. piro 9, mutsago 3 .
mutsakora 	D- 	3 	z 		mutsakora D- z 3 . Idzi imbatya dzabvaruka dzinenge dzisisakwanisi kushandiswa. mvemve 5, dhende 5 .
mutsambatsi 	DDDK 	3 	z 		mutsambatsi DDDK z 3 . Uyu muti unomera kunyanya pazvuru mumapani, usingaendi mudenga, unobereka tuvana tunoibva twakasvibira.
mutsamiro 	DKKD 	3 	z 		mutsamiro DKKD z 3 . mutsago 3 .
mutsamvi 	DDK 	3 	z 		mutsamvi mushavhi, mutsamvu DDK z 3 . Mutsamvi muti unowanzomera pazvuru nomuzvikomo, unobereka muchero mudikidiki, unodyiwa neshiri kunyanya.
mutsamvinyana 	DDKDD 	3 	z 		mutsamvinyana DDKDD z 3 . Uyu muti mudiki werudzi rwemutsamvi.
mutsara 	DDK 	3 	z 		mutsara DDK z 3 . Mutsara kamutaro kanonyorwa. mutaro 3, mutsetse 3 . Mutsara rundaza rwezvinhu. mutsetse 3 .
mutsatsakunya 	D- 	3 	z 		mutsatsakunya D- z 3 . Uku kudya kwemangwanani kunenge kwakasarira nezuro, kana mazuva anenge apfuura. muradzwa 3, munya 3 .
mutsatsati 	DKKD 	3 	z 		mutsatsati DKKD z 3 . Uyu muti unowanzomera kumakomo, unoita hunde, waivezeswa masasa nevakuru vakare nekuti haudyiwe nemuchenje.
mutsaukano 	DKKKD 	3 	z 		mutsaukano DKKKD z 3 . mutsauko 3 .
mutsauko 	DKKDD 	3 	z 		mutsauko DKKDD z 3 . Uku kusiyana kunenge kwakaita zvinhu zvinenge zvichienzaniswa. mutsaukano 3, musiyano 3 .
mutserendende 	D- 	3 	z 		mutserendende D- z 3 . Iyi inzvimbo yakatenuka, panotamba vana vachitsvedza. mutedzerere 3 .
mutsetse 	DKD 	3 	z 		mutsetse DKD z 3 . mutsara 3 .
mutsetsenuri 	D- 	3 	z 		mutsetsenuri D- z 3 . Uyu munhu anogona kukuya zviyo, zvichisara zvanyatsotsetseka. Uyu munhu anokwanisa kunyatsotsanangura zvaanenge aona.
mutsigo 	DKK 	3 	z 		mutsigo DKK z 3 . Kuva ne mutsigo kuva neunhu hwakanaka, hunoremekedzwa. chiremera 7 .
mutsimba 	DDK 	3 	z 		mutsimba DDK z 3 . Mutsimba mutambo wekuti vatambi vanenge vachibhidhiridzana vari mudariro, vachida kuona kuti ndiani anokundwa simba. Kuita mutsimba nebasa kushingirira kusvika waripedza, nyange richikurwadza.
mutsindirwa 	DKDK 	3 	z 		mutsindirwa DKDK z 3 . Aya marukirwo anoitwa vhudzi nemadhiredhi zvakadonyongodzwa, pamwe zvakarara kuti tsepete nemusoro. kapeti 9 .
mutsindo 	DKK 	3 	z 		mutsindo DKK z 3 . Mutsindo kutinhira kwepasi kunonzwikwa panofamba munhu kana mhuka.
mutsinganhoko 	DKKDK 	3 	z 		mutsinganhoko mutsinzanhoko DKKDK z 3 . Ichi chikamu cheura chinogara nhoko dzemhuka dzakaita sembudzi, tsuro nemakwai. mugaranhoko 3 .
mutsinyarinya 	DKKKD 	3 	z 		mutsinyarinya mutsunyarunya DKKKD z 3 . Iyi ihwiza yakaonda, ine kamuromo karefu, inodyiwa nevamwe vanhu.
mutsipa 	D- 	3 	z 		mutsipa mutsiba D- z 3 . Mutsipa inhengo yemuviri yakagarwa nemusoro, iri pakati pemusoro nemapfudzi. huro 9 .
mutsombori 	DDDK 	3 	z 		mutsombori mushombori DDDK z 3 . Urwu rudzi rwekamuti kanoita midzi inodyiwa ichiri midiki.
mutsomo 	DDK 	3 	z 		mutsomo DDK z 3 . Mutsomo rudzi rwemuti unobereka michero inodyiwa, inonzi mapfura. mupfura 3 .
mutsongora 	D- 	3 	z 		mutsongora D- z 3 . musongora 3 .
mutsonha 	D- 	3 	z 		mutsonha D- z 3 . mungai 3 .
mutsonzowa 	DKDK 	3 	z 		mutsonzowa mushonjowa, mushozhowa DKDK z 3 . Uyu muti une mashizha akaita seakatsvukuruka, unobereka vana vakaomarara vanodyiwa nembudzi. mudyamhembwe 3, mutototo 3, mukuvazviyo 3 .
mutsotso 	DKK 	3 	z 		mutsotso DKK z 3 . mututu 3 .
mutsubvu 	DKD 	3 	z 		mutsubvu mukubvu DKD z 3 . Mutsubvu muti unobereka michero inonzi tsubvu kana hubvu, inoti kana dzaibva dzinenge dziri nhema nhema ganda zvose nemukati, kana ukadzidya dzosvibisa mukanwa. muhubvu 3 .
mutsunda 	DDK 	3 	z 		mutsunda DDK z 3 . Mutsunda mudziyo unoshandiswa pakuboora chikumba, panosonwa zvakaita sebhutsu kana mabhegi.
mutsvairo 	DKKD 	3 	z 		mutsvairo DKKD z 3 . Mutsvairo uswa kana mashizha, zvinoshandiswa kubvisisa marara anenge ari pasi mumba kana panze.
mutsvandimire 	DKKDK 	3 	z 		mutsvandimire DKKDK z 3 . musemwasemwa 3 .
mutsvanzva 	DKD 	3 	z 		mutsvanzva DKD z 3 . Urwu rudzi rwemuti unobereka michero inonzi tsvanzva, inoti kana yaibva inenge iri tsvuku kana yero. munhengeni 3 .
mutsvoritsvoto 	DDKDD 	3 	z 		mutsvoritsvoto DDKDD z 3 . Urwu rudzi rwemuti unowanzomera mumakomo, une minzwa pamapazi, uchibereka muchero unodyiwa unonzi tsoritsvoto. musvisvirondo 3 .
mutswatswa 	D- 	3 	z 		mutswatswa D- z 3 . Mutswatswa rwudzi rwemuti unoita mapazi akawanda, uchibereka vana vatema. chinzanga 7, murapambare 3 .
mutswi 	D- 	3 	z 		mutswi mutwi D- z 3 . Mutswi idanda rakavezwa, rinoshandiswa pakudzvura zvakaita sezviyo. muhwi 3 . Mutswi kutsemuka kunoita zvakaita semidhuri yedzimba, matombo kana hari.
mutswiri 	D- 	3 	z 		mutswiri muswiri D- z 3 . Mutswiri kambeva kane muromo murefu, kanogara pasi kachiitira vana muuswa hwakapfava. muchuchu 3 .
