apuro 	KDD 	5 	z 		apuro epuro KDD z 5 . Apuro rudzi rwemuchero unoberekwa nemuapuro.
jekerapo 	K- 	5 	z 		jekerapo K- z 5 . jekawacheka 5 .
jeketera 	D- 	5 	z 		jeketera D- z 5 . Uyu mutambo wekufara panenge pachiridzwa mbira nengoma, vanhu vachidzana.
jekiseni 	KDDD 	5 	z 		jekiseni KDDD z 5 . Jekiseni itsono, ine buri pakati panobuda nomushonga, inobayiwa nayo vanhu muzvipatara vachiiswa mishonga mumuviri.
jeko 	K- 	5 	z 		jeko K- z 5 . Jeko marwadzo anoitwa nevamwe vanhukadzi kana vachinge vari kumwedzi. Jeko mudziyo unoshandiswa pakucheka uswa hwakaita sehwekupfiririsa dzimba.
jekwa 	KD 	5 	z 		jekwa KD z 5 . Jekwa imombe nzombe yakachekwa kuti isaitise bhuru. Kana uchida kuti mombe ikwanise kukurimira, iite jekwa kuitira kuti isanyanya ukasha. dhonza 5, ngavi 9 .
jemanewadya 	KKKDK 	5 	z 		jemanewadya KKKDK z 5 . Kuita jemanewadya kunyepera kuti dambudziko rawira vamwe rakuwirawo, iwe uchinyatsoziva hako kuti handizvo. Tafadzwa ari kuita jemanewadya nesu yekuti tatadza bvunzo, iye achiziva hake kuti bvunzo yatanyora aigona.
jembere 	D- 	5 	z 		jembere D- z 5 . Jembere munhu kana mhuka inenge yakura.
jemedzanwa 	KKDK 	5 	z 		jemedzanwa KKDK z 5 . Uku kunyunyuta kana kuchema kunoita vanhu nguva imwe. Rakave jemedzanwa pakatadza mvura kunaya.
jemhu 	KD 	5 	z 		jemhu KD z 5 . Jemhu kudya kunonamirwa pachingwa, kunotapira, kunogadzirwa nemichero nezvimwewo zvirimwa. jamhu 5 .
jenaguru 	DDKK 	5 	z 		jenaguru DDKK z 5 . Iyi inguva iyo usiku hunenge hwakati ngwe kuchena, nokuti mwedzi unenge uchibuda uri denderedzi rizere. Pwere dzinotamba panze mujenaguru.
jenamwa 	KDK 	5 	z 		jenamwa KDK z 5 . Jenamwa munhu asingatangwi, ane ukasha chaizvo uye anotaura mashoko magaramwoyo.
jendekufa 	DDDK 	5 	z 		jendekufa DDDK z 5 . Uku kuremara kana kurwara kunoitisa kuti rimwe jende rikure kudarika rimwe.
jengetavhu 	DDDK 	5 	z 		jengetavhu DDDK z 5 . Jengetavhu ndezvese zvingaitwa kuti ivhu risakukurwe nemvura kana mhepo. Mihomba yatinogadzira mumunda ijengetavhu guru.
jenjera 	KDK 	5 	z 		jenjera KDK z 5 . Jenjera rudzi rweshiri ine muromo mukuru, ine mavara machena nematema, inobayirira zvitota paminzwa kana yaguta.
jenya 	DK 	5 	z 		jenya DK z 5 . Jenya ihurukuro yenyaya inenge ichiitwa nevanhu vane chitsama. Jenya rumwe rudzi rwehove.
jenyuchenyu 	D- 	5 	z 		jenyuchenyu D- z 5 . Uku kucheka-cheka nebanga. Uku kutsemuka-tsemuka kunoita ivhu rechidhaka kana raoma.
jeramasikati 	DDKKKD 	5 	z 		jeramasikati DDKKKD z 5 . Urwu rudzi rwembeva inofura masikati.
jerandoga 	DDKK 	5 	z 		jerandoga DDKK z 5 . Uyu mukono wemhuka inorauka kubva mune dzimwe mhuka, ichisarudza kufamba yega.
jerawachera 	DDDKD 	5 	z 		jerawachera DDDKD z 5 . Uku kudya kunomera musango kwekungoti chero adimbukidza anongotemhawo.
jerawachera 	KKDKK 	5 	z 		jerawachera KKDKK z 5 . Iri idoro kana zvimwe zvinwiwa zvinenge zvichingonwiwa pachena. Uku kutorwa kunenge kuchiitwa mvura kana zviyo kubva panzvimbo imwe chete nevanhu vakawanda.
jeredzwa 	KDK 	5 	z 		jeredzwa KDK z 5 . Jeredzwa ipfuma kana chikwereti chinosaririra panenge pakambobhadharwa zvimwe. Mukuwasha azobvisa jeredzwa remabhachi nhasi.
jereramuromo 	D- 	5 	z 		jereramuromo D- z 5 . Uyu muvhimi anoti chaabata odyira kusango, ozongouya kumba asina chaainacho. Uyu mushandi anongoita mari yake yekutenga chikafu chete asingatengi kana midziyo yekushandisa.
jerero 	D- 	5 	z 		jerero D- z 5 . Jerero inzvimbo inomera hwowa hwerudzi rumwe chete kana miti yerudzi rumwe. Jerero inzvimbo inowanzowanikwa mhuka dziri dzakazorora kana kuti dzichitamba zvadzo.
jereso 	D- 	5 	z 		jereso D- z 5 . Jereso idanda kana simbi yakatesva kumuromo kwayo inoshandiswa kuchera makomba. nhoti 9 .
jeri 	KD 	5 	z 		jeri KD z 5 . Jeri musha unovharirwa vanenge vatongwa mumatare vakabatwa nemhosva, sekurangwa nyezvichienderana nemhosva dzavakapara. tirongo 5 .
jerighadhi 	KDDD 	5 	z 		jerighadhi jeregadhi KDDD z 5 . Uyu munhu anenge achichengetedza vasungwa mujeri.
jerimani 	KDDD 	5 	z 		jerimani KDDD z 5 . Urwu rudzi rwemucheka waishandiswa zvikuru kare, uine mavara matema nemachena. Urwu rudzi rwesipo inowanzowachiswa hembe, ine mavara matema nemachena.
jero 	D- 	5 	z 		jero D- z 5 . Jero zvidyiwa zvese zvinobva kumichero, midzi kana hohwa, zvinowanikwa musango. Jero kamuti kanomera musango, kanotsondwa-tsondwa kokandwa mumvura kuti hove dzife, vanhu vozodzibata.
jerusarema 	DKDDD 	5 	z 		jerusarema DKDDD z 5 . Uyu mutambo wengoma unotambwa nevakadzi nevarume vachiswededzerana zviuno nekutomuka mudenga.
jesa 	KD 	5 	z 		jesa KD z 5 . Jesa rudzi rweshiri diki ine muromo mutsvuku,inofarira kuvaka matendere ayo pamapeto ematavi emiti.
jeyamucheya 	DKDKD 	5 	z 		jeyamucheya DKDKD z 5 . Uyu munhu anogara akarereka mutsipa kana kuti ane tsika yekufamba akatarisa divi.
jichichi 	D- 	5 	z 		jichichi D- z 5 . Jichichi ruzha runoitwa nemadonhwe emvura zhinji inenge ichinaya. Jichichi ruzha runoitwa nemakumbo evanhu vanenge vachidzana.
jichichi 	K- 	5 	z 		jichichi K- z 5 . Jichichi imhomho yevanhu vanenge vachiita zvakasiyana-siyana panguva imwe.
jichidza 	DKD 	5 	z 		jichidza DKD z 5 . Jichidza ishiri yousiku inorira ichigomera-gomera, ichiita seinoridza muridzo.
jikichiki 	D- 	5 	z 		jikichiki D- z 5 . Uku kuzarisa kwemafuta muusavi, kana kuti pamuviri paanenge azorwa.
jinjikwa 	KDK 	5 	z 		jinjikwa KDK z 5 . jinjikiro 5 .
jinyu 	KD 	5 	z 		jinyu KD z 5 . Jinyu itsika yekutsamwa uchipindura vamwe mazwi magaramwoyo, zvine hasha mukati. uchenye 14, hwachu 9 .
jiti 	D- 	5 	z 		jiti D- z 5 . Jiti mutambo wekuimba nekudzana pachiridzwa ngoma, unotambwa nevasikana nevakomana ari manheru.
joki 	DK 	5 	z 		joki joko DK z 5 . Joki mudziyo wakagadzirwa nedanda rakavezwa,rinopfekerwa zvikei panosungwa mombe kana dzichirima.
jombo 	KD 	5 	z 		jombo KD z 5 . Jombo rudzi rweshangu refu inokwira kuda kusvika kumabvi.
jon'osi 	KDD 	5 	z 		jon'osi KDD z 5 . Jon'osi imombe nzombe inobopwa pajoki, kana kuti inenge ichiri kudhambiswa kuti izobopwa.
jonjoro 	KDK 	5 	z 		jonjoro KDK z 5 . Jonjoro munhu anenge aine ziso rimwe risingachaoni mushure mokunge rakuvara.
jorochoro 	D- 	5 	z 		jorochoro D- z 5 . muchochororo 3 .
jowamuchowa 	D- 	5 	z 		jowamuchowa D- z 5 . Iyi ishiri ine makumbo akareba, ine tuminhenga twakamira nechepagotsi. mukwasikwasi 3, hwata 9 .
jukwa 	DK 	5 	z 		jukwa DK z 5 . Jukwa kutamba kunoitwa nevanhu vachidzanira mashavi.
jurichuri 	DKDD 	5 	z 		jurichuri DKDD z 5 . Uku kufamba kungaitwa navanhu vanenge vavhiringidzika, vachiita kunge vasisazivi kwavari kuenda.
juro mombe 	D- 	5 	z 		juro mombe D- z 5 . Urwu rudzi rwetsuro yemusango hombe. tsuro danda 9 .
juru 	DK 	5 	z 		juru DK z 5 . Juru kapukanana kakada kuita sesvosve, uye kane musoro mutsvuku nenyanga dzakatesva dzinoruma, kanogara mumwena, muchuru.
juzi 	KD 	5 	z 		juzi KD z 5 . Juzi chipfeko chekumusoro chakarukwa neshinda chinodziya.
kaba 	D- 	5 	z 		kaba D- z 5 . Kaba kamuchinjiziri kakaita denderedzwa kanoitwa nemvura kana zviya ukakanda dombo mairi.
kabheji 	KDD 	5 	z 		kabheji kabhiji KDD z 5 . Uyu muriwo unorimwa mughadheni unobumba kana uchinge wasvika pachinhano chokuti waakuda kudyiwa. kabichi 5 .
kabichi 	KDD 	5 	z 		kabichi kabhiji KDD z 5 . kabheji 5 .
kadhibhokisi 	KDKDD 	5 	z 		kadhibhokisi KDKDD z 5 . Kadhibhokisi mudyiyo wokutakurisa wakagadzirwa nebepa rakaomarara. Nyatsorongedza makapu aya mukadhibhokisi, utakure, tiende.
kamuri 	KDD 	5 	z 		kamuri KDD z 5 . mupanda 3 .
kandyera 	KDD 	5 	z 		kandyera KDD z 5 . kanduru 5/9 .
kari 	KD 	5 	z 		kari KD z 5 . Kari upfu hunomwayiwa munyama kana mumuriwo kuti uvavirire, asi kwete kuzovava chaiko semhiripiri.
katani 	KDD 	5 	z 		katani KDD z 5 . keteni 5 .
kefa 	KD 	5 	z 		kefa KD z 5 . Kefa izita rokutuka raishandiswa kare nemabhunu kureva vanhu vatema. Kefa inzvimbo diki inotengeserwa zvokudya muchitodyira ipapo, asi isina iyo dzimba dzokurara sehotera.
keke 	KD 	5 	z 		keke KD z 5 . Keke chidyiwa chinobikwa nefurawu inobhekwa sechingwa nemabhanzi, asi iine tunoiswa mairi twakaita semazai neshuga yakawanda, nezvimwewo zvinoita kuti ibve yanyanya kunaka.
keteni 	KDD 	5 	z 		keteni KDD z 5 . Keteni ijira rinoiswa pamafafitera kudzivirira zuva, uye kuti vanhu vasaona zviri mukati memba. Imba yavo ine maketeni matsva akanaka kwazvo. Ketani mucheka unosonwa wokukamura mipanda mudzimba, kana kuvhara dariro rinoitirwa mitambo. Dzimba dzomumikoto dzakaganhurwa mipanda nemaketeni. katani 5 .
kobiri 	KDD 	5 	z 		kobiri KDD z 5 . Kobiri imari yekare yakazotsihwa nesendi. Akanga asina kana kobiri zvaro muhomwe make. peni .
kokisi 	KDD 	5 	z 		kokisi KDD z 5 . Ma kokisi tudyiwa tunonaka, tunoita zvokubhekwa nefurau neshuga.
koko 	K- 	5 	z 		koko K- z 5 . goko .
kokonati 	KDDD 	5 	z 		kokonati KDDD z 5 . Kokonati muchero une ganda rakaoma zvikuru, rine tumveremvere nemukati makachena semukaka. Makokonati anowanikwa kunzvimbo dziri padyo nenyanza.
mamutindi 	KDKK 	5 	z 		mamutindi KDKK z 5 . Mamutindi igudo gadzi. mboi 9, gonyo 5 .
mana 	D- 	5 	z 		mana D- z 5 . Mana chikamu chemusha chine dzimba dziri pamwe chete.
manga 	D- 	5 	z 		manga D- z 5 it . ditimanga 5 .
mbambune 	DKD 	5 	z 		mbambune DKD z 5 . Iyi imbeu inokura yega kubva pamhodzi dzakasaririra mumunda gore rapfuura. hoko 9 .
mbava 	DK 	5 	z 		mbava DK z 5 . Mbava ivhudzi rinomera pamuviri. mvere 9 .
mota 	D- 	5 	z 		mota D- z 5 . Mota zibundu ziguru rakazvimba, rinokonzerwa noutachiona hunozoita urwa gare gare. pute 5 .
mvemve 	D- 	5 	z 		mvemve D- z 5 . Mvemve ijira kana kuti hembe yabvaruka chaizvo, isisina basa. rengenya 5, dzoto 5 . Mvemve munhu anowana zvaanoda kubva kuvanhu nenzira dzisina kururama, dzeupfambi.
mvenje 	K- 	5 	z 		mvenje K- z 5 . Mvenje izai rehwiza. utungwiza 14 .
mvenyn'a 	DK 	5 	z 		mvenyn'a DK z 5 . Mvenyn'a chidimbu chehembe yakasakara.
mvongwe 	DK 	5 	z 		mvongwe DK z 5 . Mvongwe imvura yakabvongodzeka, yava netsvina.
mwiwa 	KD 	5 	z 		mwiwa KD z 5 . nwiwa 5 .
n'a 	D 	5 	z 		n'a D z 5 . in'a 5 .
n'an'a 	K- 	5 	z 		n'an'a K- z 5 . Ma n'an'a mahwinya anowanikwa pamusoro pechinhu chakaita sebwe rekukweshera risingatsvedzereri.
n'ono 	D- 	5 	z 		n'ono D- z 5 . N'ono rudzi rwedamba hombe risinganyanyonaka, rine muto mukobvu kupfuura mazhumwi.
nachisi 	KDD 	5 	z 		nachisi KDD z 5 . Nachisi kamuchero kanenge ranjisi, asi iko kari kadiki zvishoma.
nana 	KD 	5 	z 		nana KD z 5 . Nana chishamiso kana chiito chinoshuridzira rufu, kana mamwe matambudziko. nenji 5 .
nanazi 	KDK 	5 	z 		nanazi KDK z 5 . Nanazi muchero wakarebenuka, unotapira, une kunze kwakaomarara kwakasvibira.
nanazira 	D- 	5 	z 		nanazira D- z 5 . minimini 5 .
nanda 	D- 	5 	z 		nanda D- z 5 . Nanda kupetana kwenyama pahuma kana munhu asunga kumeso.
ndere 	D- 	5 	z 		ndere D- z 5 . Ndere kapuka kakatsvukuruka, kane makumbo matanhatu, kanobhururuka uye kanodyiwa. Ndere idambudziko rinoitika muupenyu hwemunhu. nhamo 9 . Ndere munhu ane zvinangwa zvake zvaanotsungirira muupenyu.
ndororo 	D- 	5 	z 		ndororo D- z 5 . Ndororo imhando yegurwe rechirume inodyiwa. chinyamunjororo 7, njororo 9 .
ndurududu 	K- 	5 	z 		ndurududu K- z 5 . Uku kututuma kunoita mvura ichibva pasi, sezvakaita muduhwino.
ndyundyu 	DK 	5 	z 		ndyundyu DK z 5 . nyurusi 5 .
nenji 	DK 	5 	z 		nenji DK z 5 . Nenji chiitiko chisingakwanisi kutsanangurika mafambiro acho. Rakava nenji kuona gudo richizoreva pfuma kuvakuwasha.
nera 	KD 	5 	z 		nera KD z 5 . Nera chinhano chimwe chaunotsika uchikwira manera kana kuti mutanho.
ngare 	KD 	5 	z 		ngare KD z 5 . Ngare karuva kanoita pamuriwo wemanhanga.
ngarikuni 	DKDD 	5 	z 		ngarikuni DKDD z 5 . karikuni 12 .
ngava 	D- 	5 	z 		ngava D- z 5 . mungava 3 .
ngerengere 	K- 	5 	z 		ngerengere K- z 5 . Iyi isimbi inoshanda sevhiri rebhasikoro kana yabatanidzwa netayi, inotambiswa navana vachivhiriridzwa. chingerere 7, jejerere 5 .
ngezani 	DKK 	5 	z 		ngezani DKK z 5 . Ngezani zvuma zvakakura zvinopfekwa nevakadzi sechishongo.
ngora 	KD 	5 	z 		ngora KD z 5 . Ngora munhu anoita zvinhu zvakashata zvisiri pamutemo.
ngwanda 	D- 	5 	z 		ngwanda D- z 5 . Ngwanda inhumbi dzinenge dzakawanda, dzakaiswa panzvimbo imwe. mukwende 3 .
ngwandangwanda 	D- 	5 	z 		ngwandangwanda D- z 5 . Uhwu uwandu hwemidziyo. Paruvanze pane ngwandangwanda rezvigaro zvamatanda.
ngwangwa 	DK 	5 	z 		ngwangwa DK z 5 . nhamo 9 .
nhede 	KD 	5 	z 		nhede KD z 5 . manhede 6 .
nhenga 	DK 	5 	z 		nhenga DK z 5 . munhenga 3 .
njee 	DK 	5 	z 		njee DK z 5 . Njee chivharo chebhotoro chinosungirirwa pambira kuti dzinyatsorira, kana kuti zvivharo zvinobatanidzwa zvosungirirwa mugumbo nevatambi vembira nengoma.
njekenje 	DKD 	5 	z 		njekenje DKD z 5 . Njekenje igavhu rinenge raoma, rinogona kushandiswa sehosho.
njenjenje 	D- 	5 	z 		njenjenje D- z 5 . Njenjenje idombo rinovaima.
njenjero 	D- 	5 	z 		njenjero D- z 5 . banamhana 5 .
njeredzwa 	KDK 	5 	z 		njeredzwa KDK z 5 . jeredzwa 5 .
njereza 	DKD 	5 	z 		njereza DKD z 5 . Njereza chidimbu chesimbi chinenge chakati tsurumete, sezvakaita marata.
njinjimonga 	D- 	5 	z 		njinjimonga D- z 5 . Iri ibhazi kana zimota ziguru, rinenge richinyatsofamba zvakanaka.
njoko 	D- 	5 	z 		njoko D- z 5 . mangai 6 .
njonjoro 	DKD 	5 	z 		njonjoro jonjoro DKD z 5 . Njonjoro iziso rakafa risingaoni.
njurwe 	KD 	5 	z 		njurwe KD z 5 . gurwe 5 .
nwiwa 	KD 	5 	z 		nwiwa KD z 5 . Nwiwa imhado yeshamba rinoita muto unotapira, unonwiwa navanhu namapfeni kana richinge raibva. bvembe 5, vise 5 .
nyada 	D- 	5 	z 		nyada D- z 5 . Nyada ndepanenge pabva zino. vende 5 .
nyana 	DK 	5 	z 		nyana DK z 5 . Nyana mwana weshiri.
nyatera 	D- 	5 	z 		nyatera D- z 5 . Nyatera isenduru rinogadzirwa namataira emotokari.
nyawi 	DK 	5 	z 		nyawi DK z 5 . Nyawi maitiro ekushingirira pane zvaunenge uchiita, nepamusana pekuti vanhu vanenge vakakutarisa vachikukuza. nyemwe 5 . Nyawi maitiro ekuonererwa uchivhairira vanhu, nokuda kwekuti vanhu vanenge vakakutarisa kana kukuteerera. nyemwe 5, wara 5 .
nyemwe 	D- 	5 	z 		nyemwe D- z 5 . nyawi 5 .
nyerekete 	K- 	5 	z 		nyerekete K- z 5 . Iri ivara rinenge riri pamucheka une mamwe mavara. Ndaona imbwa chena ine nyerekete dema.
nyerenyete 	K- 	5 	z 		nyerenyete K- z 5 . nyerekete 5 .
nyewe 	K- 	5 	z 		nyewe K- z 5 . Nyewe igoronga rinoitwa nemvura inonaya ichiyerera nemunzvimbo dzinevhu rinokukurika kana kudyika nemvura.
nyin'inya 	DKD 	5 	z 		nyin'inya DKD z 5 . Nyin'inya munhu anoita kunge asina kukwana. Nyin'inya chidhoma chinowanzoonekwa mumapako.
nyn'ana 	DK 	5 	z 		nyn'ana DK z 5 . Nyn'ana mwana weshiri. nyana 5 .
nyurusi 	KDD 	5 	z 		nyurusi KDD z 5 . Nyurusi mwana anozvarwa panenge pasangana bhiza nedhongi. meura 5 .
nzwi 	K 	5 	z 		nzwi inzwi K z 5 . Nzwi musindo unobuda pakutaura kwemunhu anozikanwa kuti uyo ndinhingi ataura. Mukadzi wake ane nzwi gobvu rinenge remurume. izwi . izwi . Ishoko. izwi 5 .
onde 	DK 	5 	z 		onde wonde DK z 5 . Onde muchero unoberekwa nemuonde, wakanyorovera uine tumhodzi tudikidiki, unoibva uri mutsvuku kana yero.
papiro 	D- 	5 	z 		papiro bapiro D- z 5 . Mapapiro inhengo dzomuviri weshiri dzinoshandiswa pakubhururuka.
peji 	KD 	5 	z 		peji KD z 5 . Peji idivi rimwe repepa, ringava remubhuku kana riri roga.
pepa 	KD 	5 	z 		pepa bepa KD z 5 . Pepa rushizha runogadzirwa nehunde yemuti yakagayiwa, runonyorerwa pamusoro parwo.
pepanhau 	DDDK 	5 	z 		pepanhau DDDK z 5 . Iri i gwaro rinobuda zuva rega rega kana pasvondo, rinenge richitaura nhau dzezvinenge zvichiitika.
pfetse 	D- 	5 	z 		pfetse D- z 5 . pfunha 9 .
pfetsu 	KD 	5 	z 		pfetsu KD z 5 . Pfetsu chipandi chedanda kana huni. chimvari 7 .
pfihwa 	KD 	5 	z 		pfihwa KD z 5 . Pfihwa ibwe kana chidhina chinoshandiswa kutsigira hari kana poto iri pamoto.
pfudzi 	KD 	5 	z 		pfudzi fudzi KD z 5 . Pfudzi inhengo yomuviri iri pakati pehuro nepanogumira ruoko.
pfuhwa 	KD 	5 	z 		pfuhwa KD z 5 . pfihwa 5 .
pfukurindi 	K- 	5 	z 		pfukurindi K- z 5 . Pfukurindi ibwe rine mamaran'azha risina kutsetseka.
pfumba 	D- 	5 	z 		pfumba D- z 5 . Pfumba chishongo chakagadzirwa nesimbi, chinoiswa muruoko nevakadzi. -rundarira .
pfumo 	K- 	5 	z 		pfumo K- z 5 . Pfumo chombo chinoshandiswa pakuvhima, chine mubato wakareba nesimbi yakatesvera inoiswa kumberi kwawo.
pfumvuti 	KKD 	5 	z 		pfumvuti KKD z 5 . pfumvudza .
pfunde 	KK 	5 	z 		pfunde KK z 5 . Pfunde chirimwa chinoita tsanga dzakada kuita sedzezviyo dzinoti kana dzapurwa dzotswiwa dzozokuyiwa, kana kugayiswa kuitira kuzobika sadza rema pfunde . bvunde 5 .
pfundo 	K- 	5 	z 		pfundo K- z 5 . Pfundo panzvimbo panenge pakasungika tambo kana mucheka kuita bundu.
pfura 	KD 	5 	z 		pfura KD z 5 . Pfura muchero wakafanana nechakata, asi iwo une muto unovavira, uye mupfura wacho unoshandiswa kuveza maturi.
-pfuwa 	K 	5 	z 		-pfuwa pfuya K z 5 . Kana uchi pfuwa shiri kana mhuka unenge uchidzichengeta kuti dzikubatsire pamukaka, kurima, kutakura zvinhu uye kudzifidha kana uchida kuzodzitengesa kana kudya. -pfuya .
pfuzi 	K 	5 	z 		pfuzi pfudzi, fudzi K z 5 . Pfuzi inhengo yemuviri iri pakati pehuro nepanogumira maoko.
pichisi 	KDD 	5 	z 		pichisi KDD z 5 . Pichisi muchero womuti wemupichisi, wakaurungana, wakapfava uye une ganda nyoro, uine mhodzi yakaomarara mukati.
pijama 	DKD 	5 	z 		pijama DKD z 5 . Pijama inhumbi dzinopfekwa kana wava kuda kurara, dzinobatsira pakuti udziyirwe uye usakasira kusvibisa mashiti.
pindu 	DK 	5 	z 		pindu DK z 5 . Pindu idanda rine mhanda, rinoshandiswa pakutsigira zvivakwa panzvimbo dzakaita seberevere remba.
pinganyanga 	KKKD 	5 	z 		pinganyanga KKKD z 5 . Iyi itambo inokochekerwa munyanga dzemombe dzisati dzajaira kusungwa pajoko, kuitira kuti pagowana anodzitungamirira.
pipi 	K- 	5 	z 		pipi K- z 5 . Pipi chiitiko chinoshamisa. Chatindo anokwanisa kuita mapipi akasiyana nomushonga waakanotenga kuPutukezi. saramusi 5 .
pirimbindi 	K- 	5 	z 		pirimbindi K- z 5 . Pirimbindi inzvimbo ine mawere anotyisa pagomo. biripiti 5 .
piritsi 	KDD 	5 	z 		piritsi KDD z 5 . Piritsi itsanga imwe chete yomushonga unomwiwa nemvura kana kutsengwa. Ma piritsi mushonga unomwiwa nemadzimai kuti vasaita pamuviri, kana kuti pakuronga mhuri.
Pisarema 	DKDD 	5 	z 		Pisarema DKDD z 5 . Ma pisarema ibhuku riri mubhaibheri rine nziyo, nhetembo neminamato zana nemakumi mashanu.
poo 	KD 	5 	z 		poo KD z 5 . Poo isimbi kana danda refu rakasimba, rinoshandiswa pakubetseredza zvinhu kuti zvimire zvakanaka padenga. Pakawa poo remagetsi, waya dzose dzakawirawo pasi.
popo 	KD 	5 	z 		popo KD z 5 . Popo muchero mukuru wakapfava unoita mhodzi nhema kana waibva, uye unorimwa kunzvimbo dzinopisa.
poriji 	KDD 	5 	z 		poriji KDD z 5 . Poriji chidyo chinobikwa sesadza asi chisina kuzokora sesadza, chinowanzodyiwa nepwere. bota 5 .
puranga 	DKD 	5 	z 		puranga DKD z 5 . Puranga ibande romuti rakavezwa zvakaenzerana rinowanzoshandiswa kugadzira magonhi, midziyo nezvimwewo.
rabaraba 	D- 	5 	z 		rabaraba D- z 5 . Ichi chinhu chese chakareba. Mabhazi ese ari kugadzirwa mazuva ano mirabaraba chaiyo.
radha 	KD 	5 	z 		radha KD z 5 . manera 6 .
ragi 	KD 	5 	z 		ragi raga KD z 5 . Ragi igumbeze rinorema rine mbikiza kumipendero yaro.
raini 	K- 	5 	z 		raini K- z 5 . Raini musha wakavakwa une dzimba dzakawanda dzinotevedzana.
raita 	KDD 	5 	z 		raita KDD z 5 . Raita munhu anouraya vanhu nekuvatorera zvavainazvo. bhinya .
raiti 	KDD 	5 	z 		raiti KDD z 5 . mwenje 3 .
raki 	KD 	5 	z 		raki KD z 5 . mhanza 9 .
ramba 	DK 	5 	z 		ramba DK z 5 . mhanje 9 .
ramba 	K- 	5 	z 		ramba K- z 5 . Ramba ihove ine musoro wakapamhama, ine ndebvu nomuviri usina masamvu. mhatye 9, muramba 3, hokota 9, mukokota 3 .
rambi 	KD 	5 	z 		rambi KD z 5 . mwenje 5 .
ranga 	D- 	5 	z 		ranga D- z 5 . Ma ranga zvikoko zvichena zvinobuda mumaziso munhu akarara, kana kuti kana aine maziso anorwadza.
ranjisi 	KDD 	5 	z 		ranjisi KDD z 5 . Ranjisi muchero wakatsvukuruka, une mbai mukati dzine muto unotapira.
rara 	D- 	5 	z 		rara D- z 5 . Ma rara mashizha, mapepa kana mateko anenge zviri panzvimbo panofanirwa kugara pakachena. Mateko enzimbe marara pachivanze. -tsvina 9 .
raro 	K- 	5 	z 		raro K- z 5 . Raro inzvimbo yokuzororera usiku uri parwendo.
rasha 	D- 	5 	z 		rasha D- z 5 . marasha 6 .
rata 	KD 	5 	z 		rata KD z 5 . Rata ibape resimbi ringashandiswa kupfurira dzimba kana kugadzirisa migomo. zen'e 5 .
ravakuru 	KDKK 	5 	z 		ravakuru KDKK z 5 . Iri ibutiro rinogara mwana kana ari mudumbu, rinoputika nekubuda kunze paanozvarwa. chavakuru 7, rusarira 11, musana 3 .
ravandiro 	KKKD 	5 	z 		ravandiro KKKD z 5 . Iyi imhashu huru ine mavara machena pamusoro, nemapapiro matsvuku. bambomukota 5, chiswerapamusha 7 .
razvo 	D- 	5 	z 		razvo D- z 5 . murazvu 3 .
rechera 	D- 	5 	z 		rechera D- z 5 . Rechera mashizha ekutanga pamuriwo kana fodya asingakwanisi kushandiswa.
rei 	KD 	5 	z 		rei KD z 5 . Rei mudziyo wakaomarara, wainyorerwa navana vechikoro kare vasati voshandisa mabhuku.
rekodhi 	KDD 	5 	z 		rekodhi KDD z 5 . Rekodhi idendenedzwa rakadhindirwa mimhanzi, rinoti rikatenderedzwa mumhanzi wacho wonzikwa. Rekodhi rumbo rwakatapwa mazwi nemhanzi padenderedzwa kana patepu kuti muzopota muchiridza.
rema 	K- 	5 	z 		rema K- z 5 . Rema munhu akapusa pamusana pekuti pfungwa dzake hadzigoni kunyatsofunga zvakanaka.
remani 	KDD 	5 	z 		remani KDD z 5 . ndimu 5 .
rembe 	K- 	5 	z 		rembe K- z 5 . Rembe iganda rakapamhama riri muhuro memhuka, rinotamba-tamba seremhuka inonzi mhofu. deperepe 5 . Rembe kuzvimba kungaita sezvakaita n'ombe, pahuro zvichikonzerwa nokurwara.
renda 	KD 	5 	z 		renda rendo KD z 5 . Renda chipfeko chichena chinopfekwa nemukadzi pamuchato.
renge 	K- 	5 	z 		renge K- z 5 . Renge ishiri inokandira mazai pasi yakaenzana nehorwe, inodya tumbuyu nemhodzi nemichero. gaudya 5, gumbwi 5, gunja 5 . Renge muriwo unomera mubani, wakada kufanana nefodya painenge ichiri diki.
rengenya 	D- 	5 	z 		rengenya D- z 5 . Rengenya ijira kana mbatya dzakasakara.
renje 	K- 	5 	z 		renje K- z 5 . Renje inzvimbo yakakura ine uswa nemiti mishomashoma, isinganyanyi kunaya mvura. Sahara irenje guru romuAfrica. Renje chikari chedoro rezvirango zvechivanhu.
rete 	D- 	5 	z 		rete D- z 5 . Ma rete maruva emumvee anoita muto unotapira, unonwiwa neshiri kana navanhu.
retso 	K- 	5 	z 		retso K- z 5 . Retso mucheka mutema nemuchena zvakabatanidzwa zvinoshandiswa pakupira midzimu.
reya 	D- 	5 	z 		reya D- z 5 . Reya inhumbi ine benga rinenge rakamira rega, rinogona kutamba-tamba.
reyandima 	KKDK 	5 	z 		reyandima KKDK z 5 . Apa ndepanosara pasina kurimwa nokuda kwekuti panenge pakavharidzirwa nezvakaita sechitsiga kana zidombo.
ridha 	KD 	5 	z 		ridha KD z 5 . Ridha ibhuku rinoshandiswa kudzidza mutauro, kunyanya kupuraimari.
