bahwe 	KD 	5 	z 		bahwe KD z 5 . chibage 7 .
je 	K 		ny 		je K ny . Kuti je kuvhura maziso wakatarisa chimwe chinhu.
je je je 	K- 		ny 		je je je K- ny . Kuti je je je kurira kunoita shiri kana zvimwewo zvipukanana. Kana doro kana mvura ichiti je je je inenge ichitonhora chaizvo. Kana chigero chichiti je je je chinenge chichicheka mucheka kana bepa.
jechetere 	D- 	5 	z 		jechetere D- z 5 . Uku kuenzana kwemiti inenge iri pamwe chete, kana kuti zvimwewo zvinhu zvinenge zvakaungana. Uku kufanana kana kuenzana kwekodzero dzevanhu vese pamutemo. Vanga vachikakavadzana nenyaya yejechetere pakati pevakadzi nevarume.
ndove 	D- 	9 	z 		ndove D- z 9 . Ndove itsvina inoitwa nemombe. disa 9 . Ndove ivhu nyoro rinenge razara mvura uye rinonyudza.
nhambwe 	D- 	9 	z 		nhambwe D- z 9 . Nhambwe inguva yokubva pane imwe kuenda pane imwe. Panhambwe yandakupai munofanira kupedza kunyora basa randakupai. nharu 9 . Nhambwe mufambo mupfupi unofambika zviri nyore. Nhambwe inzvimbo iri pakati pegumbo rakatsika pasi, nepanozotsika rinenge rasumudzwa kana munhu achifamba.
nhangatare 	DDKD 	9>10 	z 		nhangatare DDKD z 9>10 . Iri ipfumo rakagadzirwa nesimbi chete.
nhangemutange 	DKKDD 	9 	z 		nhangemutange DKKDD z 9 . Uku kukwikwidzana pakumhanya kana kuita chimwe chinhu, muchida kuona kuti anotanga kusvika kana kupedza ndiani.
nyangwe 	D- 		bat 		nyangwe D- bat . Nyangwe izwi rinoshandiswa kuratidza kuti chinhu chinotoitika chete, pasinei nokuti zviri kutaridzika sei. Gombo iri ndinotoririma chete nyangwe zvodii! kunyange, chero .
-mwe 	D 		vereng 		-mwe D vereng . -mwe chisazita cheverengo chinotaridza munhu akaita kana akaitirwa chinhu. 1. Mumwe mwana akahwina mota pamakwikwi. Mumba mune vana vaviri chete, vamwe vaenda kuchikoro.
mwe mwe mwe 	D- 		ny 		mwe mwe mwe D- ny . Uku kusekerera munhu asingaratidze mazino. mweku mweku .
ndumure 	K- 	9>10 	z 		ndumure K- z 9>10 . Ndumure mwana mudiki achangoregeswa kunwa mukaka.
ndunje 	KD 	9>10 	z 		ndunje KD z 9>10 . Ndunje idoro rakasimba uye rinodhaka zvikuru. Vanoti ndakanwa ndunje ndikadhakwa zvokukanganwa zita rangu. fondohwe 9, chibhabhabha 7 .
ndure ndure 	DK+ 		ny 		ndure ndure DK+ ny . Kuti ndure ndure kubuda kunoita vanhu mumba vakaita mudungwe.
nyare 	KD 		ny 		nyare KD ny . Kuti nyare kunzwa, kunetsekana mupfungwa kunoita munhu achinge aita zvisina kukodzera. Mukuwasha akati nyare ataura shoko rinonyadzisira pana ambuya.
nyarusere 	DDKK 				nyarusere DDKK . Iyi itambo inenge yakarukwa namauswa kana makavi.
nyatene 	DKK 	1a 	z 		nyatene DKK z 1a . chikara 7 .
ndware 	DK 	10 	z 		ndware DK z 10 . Ndware matombo akati sandarara panopurirwa mbesa. ngware 10, ruware 11 .
njakenjake 	DKKD 				njakenjake DKKD . Uku kuita zvinhu pasina kuwrirana kana mushandirapamwe, umwe neumwe achiita zvaanoda.
nhanikire 	DDKK 	1a 	z 		nhanikire DDKK z 1a . nhingi 1a .
nharavanze 	DDKD 	9>10 	z 		nharavanze nharavazhe DDKD z 9>10 . Iyi nzvimbo yakasakurwa ikatsvairwa, kazhinji inenge yakatenderedza dzimba pamusha. ruvanze 11, ruvazhe 11 .
nharire 	DKD 	9>10 	z 		nharire DKD z 9>10 . Nharire pamusorosoro penzvimbo yakakwirira. nharirire .
nharirire 	DKDD 	9 	z 		nharirire DKDD z 9 . Uyu munhu kana mhuka inogara iri panzvimbo pakakwirira, yakatarisa vavengi. Makudo anenge aine nharirire pose paanenge ari, inoti ikaona muvengi yohomura kuudza mamwe kuti kwaipa.
mwise 	DK 	3 	z 		mwise DK z 3 . muswe 3 . Munhu akanzi aita mwise , zvinoreva kuti ndiye anenge apedzisira kusvika kana kuita chimwe chinhu. muswe 3 .
ndyire 	KD 	9>10 	z 		ndyire KD z 9>10 . Ndyire munhu asingavimbiki, anoita zvekutorera vanhu zvinhu zvavo nenzira dzekuvanyengedzera. nhavatava 9, ngarara 9 .
nekeshe 	D- 		ny 		nekeshe D- ny . Kuti nekeshe kuneta kungaite munhu ashanda zvikuru uyezve achinzwa nzara.
nekete 	D- 		ny 		nekete D- ny . Kuti nekete kunzwa usisina simba mumuviri mako musure mokunge wamboshanda zvine simba.
nhekwe 	D- 	9>10 	z 		nhekwe D- z 9>10 . Nhekwe katende kanochengeterwa fodya yemumhuno.
nhembe 	DK 	9>10 	z 		nhembe DK z 9>10 . Nhembe chipfeko chematehwe chaipfekwa nevakuru vedu vakare. Nhembe izita rave kushandiswa kureva hembe kana chese chese chingangopfekwa kuti munhu asimire.
nheme 	DK 	9 	z 		nheme DK z 9 . Nheme kadimbu kedende kana tsanga, kanoiswa pachirauro kuti karatidze kana hove ichinge yabatwa. chituba 7 .
n'angaure 	DDKD 	9>10 	z 		n'angaure nyangaure DDKD z 9>10 . Aka kapuka kane ganda rakaita serechitutamangoro, kanodya maonde kana tsamvi, kachionekwa nguva yezhizha. Pataifudza mombe taitamba nezvin'angaure takazvibaya kumashure, izvo zvichirira zvakati mapapiro pararara sezviri kubhururuka. nyangariro 9 .
nje 	K 		ny 		nje K ny . Kuti nje kurova paunenge uchida chaipo, uchishandisa chibhakera kana chombo.
nje nje nje 	D- 		ny 		nje nje nje D- ny . Kuti nje nje nje kuva nemavara akawanda, sezvakaita mbada. Kuti nje nje nje kubvunda nechando kana nekutya. Kuti nje nje nje kupenya zvishoma sezvinoita, zuva richingobuda.
njee 	DK 	5 	z 		njee DK z 5 . Njee chivharo chebhotoro chinosungirirwa pambira kuti dzinyatsorira, kana kuti zvivharo zvinobatanidzwa zvosungirirwa mugumbo nevatambi vembira nengoma.
njekenje 	DKD 	5 	z 		njekenje DKD z 5 . Njekenje igavhu rinenge raoma, rinogona kushandiswa sehosho.
njenje 	K- 	9>10 	z 		njenje K- z 9>10 . Njenje imhando yegurwe.
nhengure 	DKD 	9>10 	z 		nhengure DKD z 9>10 . Nhengure rudzi rweshiri nhema, inogadzira dendere rayo pamhandi yemiti.
n'e-e 	K 		ny 		n'e-e K ny . Kuti n'e-e kuchema kunoita mwana mucheche.
nete 	D- 		ny 		nete D- ny . Kuti nete kunzwa muviri uchishaya simba pamusana penzara, dambudziko kana kurwara.
njenjenje 	D- 	5 	z 		njenjenje D- z 5 . Njenjenje idombo rinovaima.
njerere 	DKD 	9>10 	z 		njerere DKD z 9>10 . Njerere rumwe rudzi rwegondo diki rine ruvara rupfumbu.
njese 	K- 	9 	z 		njese K- z 9 . Njese ibanga kana sanhu rinenge risina chimubato. chese 7 .
njike 	KD 	9 	z 		njike KD z 9 . Njike rudzi rwehwiza inodyiwa, asi inomboita imwe nguva yainomboshaika munyika nokuti inenge yambotama.
nhimbe 	KD 	9>10 	z 		nhimbe KD z 9>10 . Nhimbe rudzi rwedoro rinonwiwa navanhu vemumusha, pavanenge vachibatsirana kuita basa pamba kana mumunda wemunhu anenge abika doro iri. humwe 14 .
name 	D- 		ny 		name D- ny . Kuti name kuita kuti chimwe chinhu chibatane nechimwe. Kuti name kutevera munhu kana mhuka uri pedo pedo nayo. Kuti name kuvako kwemvura inonaya yakawanda. Pandakaona mvura yati name kumakomo, ndakaziva kuti zvakange zvisisaiti kuti ndiyanike mumera paruware.
ngarengare 	KDKD 		ny 		ngarengare KDKD ny . Kuti ngarengare kumhanyisa-mhanyisa kunoita munhu meso, zvekuti unenge uchingoona ziso kuti vaivai.
-nge 	D 		mw 		-nge D mw . Ichi chiitomwana chinoshandiswa pakutaura zvinhu zvatopfuura panguva inenge iri kutaurwa nezvayo nemutauri. Akange aenda kudhibha. Mukasvika manheru hamumuwani, nokuti achange aenda kubhawa. Ichi chiitomwana chinoratidza kufanana kwekuratidzika kana kwechiito. Anenge mukoma wake. Mafambiro ake anenge aneta.
ngege 	KD 	9 	z 		ngege KD z 9 . Ngege kutuhwina wakatarira mudenga.
nhinganike 	DKKK 	1a 	z 		nhinganike DKKK z 1a . nhingi 1a .
nhingarikire 	DKKKK 	1a 	z 		nhingarikire DKKKK z 1a . nhingi 1a .
nhinhe 	DK 	9>10 	z 		nhinhe DK z 9>10 . nhinhi 9 .
nhire 	DK 	9>10 	z 		nhire DK z 9>10 . Nhire kamhuka kakaenzana netsuro, kane makumbo emberi mapfupi, kanofamba usiku kachisvetuka uye kanogara mumwena. gwete 5, gwizhu 5 . nhinhi 9 .
ngende 	K- 		ny 		ngende K- ny . Kana bhera rikati ngende rinenge raridzwa kamwe chete.
ngerere 	K- 				ngerere K- . Kuti ngerere kurira kwesimbi kana mari yesimbi inenge yadonhera pasi.
nhone 	D- 	9 	z 		nhone D- z 9 . Nhone ivhu risingakwanisi kushandiswa pakurima mbesa.
ndambirire 	D- 	9>10 	z 		ndambirire ndambirira D- z 9>10 . Kuita ndambirire kuramba uchingoti nanga nanga nenyaya, isingaperi pamusana penharo.
ndande 	D- 	9 	z 		ndande D- z 9 . Ndande imhando yemapfunde ane ruvara rutema. bandara 5 .
ngube 	KD 		ny 		ngube KD ny . Kuti ngube kupinda panhu nekuchimbidza.
nyachide 	DKD 	1a 	z 		nyachide DKD z 1a . Nyachide mukadzi anodiwa kupinda vamwe vose pabarika. Pabarika sadza rinodyiwa nemurume kazhinji nderaVaNyachide. vachidyachidya 1a .
nhore 	D- 				nhore D- . Nhore imhuka inenge yakura zvokutoonekwa kuti yachembera.
ndare 	D- 	9 	z 		ndare D- z 9 . Ndare kupinga munhu nemakumbo kuti apunzike.
nde 	K 		ny 		nde K ny . Kuti nde kupa mumwe munhu zvaunenge wakabata mumaoko. Akabva anzi nde mari yake yaaipopotera.
ndekede 	KDK 	9>10 	z 		ndekede KDK z 9>10 . Ndekede muchero unowanikwa mumhenderekedzo dzenzizi.
nguruve 	D- 	9>10 	z 		nguruve D- z 9>10 . Nguruve imhuka inopfuyiwa, ine muromo murefu wakapwashamara, nomuviri wakazara mafuta. hochi 9, humba 9 .
nyakajongwe 	DDDK 	9 	z 		nyakajongwe DDDK z 9 . Urwu rudzi rweruva rinowanzotungira muzhizha, rinowanikwa pakati pamatombo.
nyakanebve 	DDKD 	1a 	z 		nyakanebve DDKD z 1a . mbanda 9 .
nhume 	K- 	9>10 	z 		nhume K- z 9>10 . Nhume munhu anotumwa nemashoko netsamba kana nemuromo. nhumwa 9, mutumwa 1 .
nhundiramutsime 	D- 	9>10 	z 		nhundiramutsime D- z 9>10 . Uyu munhu anoita zvinhu zveutsinye kana zvemisikanzwa yeunhubu.
ndendende 	K- 		ny 		ndendende K- ny . Kuti ndendende kusunga zvakasimba chaizvo. Kuti ndendende kugadzikana mupfungwa nemunyama kwemunhu anga achimbonetseka kana kurwara.
ndenge ndenge 	D- 		ny 		ndenge ndenge D- ny . Kuti ndenge ndenge kuzungunuka kunenge kuchiita pasi kana kuti nyika, zvichikonzerwa nokusagadzikana kwayo.
ndengende 	D- 		ny 		ndengende D- ny . Kuti ndengende kuzunguzika zvine simba, sezvinoita ivhu kana pasi kana nyika isina kugadzikana. Mahwindo edzimba akati ndengende pakatanga kudengenyeka kwenyika.
ndere 	D- 	5 	z 		ndere D- z 5 . Ndere kapuka kakatsvukuruka, kane makumbo matanhatu, kanobhururuka uye kanodyiwa. Ndere idambudziko rinoitika muupenyu hwemunhu. nhamo 9 . Ndere munhu ane zvinangwa zvake zvaanotsungirira muupenyu.
nyamanzere 	DDDK 	1a 	z 		nyamanzere DDDK z 1a . Uyu munhu anoshandisa ruoko rweruboshwe pakunyora, pamitambo nekuita mamwe mabasa. chiboshwe 7 .
nhundurume 	K- 	9>10 	z 		nhundurume K- z 9>10 . svimborume 9 .
nhungamakore 	DKKDK 	9>10 	z 		nhungamakore DKKDK z 9>10 . Iri igomo, imba, chivakwa kana chimwewo chinhu chakareba chaizvo. Ichi chitundumutsere, mutsere chinobva pasi chichienda mudengadenga kunzvimbo dzakaita semwedzi.
ndibvire 	KDK 		kanu 		ndibvire KDK kanu . Iri zwi rinoshandiswa kudzinga munhu paunenge uri. Iri izwi rinoshandiswa kunyaradza kana kurambirana neanenge achitaura, zviine hasha mukati. Ndibvire pano, unotaura zvinotsverudza.
ngwe 	D- 	9>10 	z 		ngwe D- z 9>10 . ingwe 9 .
ngwe-e 	D 		ny 		ngwe-e D ny . Kana upfu kana kuti hembe yakati ngwe-e inenge yakachena, ruvara rwayo rwakanyatsobuda. Kana kunze kwati ngwe-e kunenge kwachena.
nhureture 	KDKD 	9 	z 		nhureture KDKD z 9 . Uku kutakura zvinhu zvinorema, zvinoda kuti munhu apote achizorora.
nhururamabhatye 	KKKDKD 	9>10 	z 		nhururamabhatye KKKDKD z 9>10 . Iyi ihari yokutanga yedoro, inopiwa vanhu vanenge vauya kuzoita basa panhimbe kana jakwara, basa racho risati ratanga kuitwa. chikumura 7 .
ngwendere 	D- 	9 	z 		ngwendere D- z 9 . Ngwendere idambudziko guru rinonetsa vanhu. Ngwendere ibopoto rakaoma kwazvo. Ngwendere munhu asinganeti kuita chimwe chinhu, chakaita sebasa rakawanda kana kuti kunonota vamwe.
ngwenjere 	K- 		ny 		ngwenjere K- ny . Kana mudziyo wesimbi kana kuti simbi ikati ngwenjere , inenge yaita ruzha nokuda kokudonhera pasi, kana kuti yabondereswa iyo pachayo.
ngwere 	D- 	9>10 	z 		ngwere D- z 9>10 . Ngwere imhuka ine nyanga dzisina kusimba, kana kuti dzisina kumira zvakanaka.
ngwere 	KD 		ny 		ngwere KD ny . Kuti ngwere kuchena kunenge kwakaita chinhu chakaita seupfu.
ngwerengwere 	K- 		ny 		ngwerengwere K- ny . Kuti ngwerengwere kurira kwebhera kana kuti simbi inenge ichirohwa-rohwa.
mvuwerere 	KKDK 	9>10 	z 		mvuwerere KKDK z 9>10 . Aka kagonye kakaita senyongorosi, kanotyirwa nevanhu kuti kanogona kupinda mumuviri nekuzasi vachigeza, sezvo iko kachigara pasi pemvura.
mwanazvare 	DKDD 	1 	z 		mwanazvare mwanazvari DKDD z 1 . Uyu mwana wamambo.
ndongamahwe 	D- 	9 	z 		ndongamahwe D- z 9 . Aya matambiro anoita vanhu pabira rekurova guva. pfudzatsoka 9 .
ndonye 	KD 		ny 		ndonye KD ny . Kana ukati ndonye unenge wawira pasi uchiita zvokutanga nomusoro.
nyange 	DK 		ny 		nyange DK ny . Kuti nyange kumwaya zvishomashoma. Mhiripiri inoda kungonzi nyange nokuti ikawandisa inovavisa chikafu. Kuti nyange kunanzva dovi kana bota kubva pamuromo pomucheche.
-mene 	DK 		dz 		-mene DK dz . Iri idzzitsi rechidudzirazita rinoreva munhu anenge achitaura kana kutaurwa pachezvake. Ini ndomene ndini ndichatenga imba iyoyo yavanotaura. Nhasi auya omene. mbune .
mudeme mudeme 	DKD+ 	3 	z 		mudeme mudeme DKD+ z 3 . Iyi inzira yokuunganidza zvinhu zvakaita sekudya kana zvokupfeka, vanhu vachibatsirana kunyanya panhamo. Mari yomudeme mudeme ndiyo yakazotengesa bhokisi rechitunha.
mudhebhe 	D- 	3 	z 		mudhebhe D- z 3 . Mudhebhe chipfeko chine makumbo marefu chinotangira muchiuno chichidzika kutsoka. bhurukwa 5 .
muzvere 	DKK 	1 	z 		muzvere DKK z 1 . Muzvere mudzimai achangobva kusununguka mwana.
muzvezverere 	DKDDD\D- 	3 	z 		muzvezverere DKDDD\D- z 3 . muzvezve 3 .
mvemve 	D- 	5 	z 		mvemve D- z 5 . Mvemve ijira kana kuti hembe yabvaruka chaizvo, isisina basa. rengenya 5, dzoto 5 . Mvemve munhu anowana zvaanoda kubva kuvanhu nenzira dzisina kururama, dzeupfambi.
mhande 	KD 	9 	z 		mhande KD z 9 . Mhande mutambo panenge pachidzana vanhu vane mashave. Mhande kumucheto kwemucheka kwakapeterwa mukati kukasonwa. mupendero 3, rupandi 11 . Mhande chidimbu chejira. rupandi 11 .
mhanduwe 	DKD 	1a 	z 		mhanduwe DKD z 1a . Mhanduwe izwi rekudeedza naro munhurume.
mudune 	DDK 	3 	z 		mudune mutune DDK z 3 . Aka kambeva kanogara musango, kane muromo murefu nemakumbo ekumashure marefu, kanosvetuka zvikuru. mudhende 3 .
mvenje 	K- 	5 	z 		mvenje K- z 5 . Mvenje izai rehwiza. utungwiza 14 .
mvere 	D- 	9>10/6 	z 		mvere D- z 9>10/6 . Mvere ivhudzi rinomera pamuviri wemunhu kana wemhuka.
mharapatsetsetse 	DDDKKK 	9>10 	z 		mharapatsetsetse DDDKKK z 9>10 . Uyu munhu anokanganisa runyararo kana kugarisana kwevanhu nekutaura makuhwa kana kuti netsika dzakaipa. Mukomana uyu imharapatsetsetse chaiyo nekuti anoita basa rekuteerena nevakadzi vevamwe.
mudungwerungwe 	DKKKD 	3 	z 		mudungwerungwe DKKKD z 3 . Aya makomo akabatana-batana akatanda. KuNyanga kune mudungwerungwe wemakomo.
mudyakuwe 	DKDD 	3 	z 		mudyakuwe DKDD z 3 . Uyu muti unoreba chaizvo, kunyanya kana uri pachidzere. mudyambira 3, mukavi 3, mudanhapfunye 3 .
mudyamhembwe 	DKKD 	3 	z 		mudyamhembwe DKKD z 3 . Iyi imhando yemuti unobereka muchero unodyiwa nemhuka, uye uine mwoyo wavo wakatsvukuruka wakanaka kugadzirisa zvishongo. mutsonzowa 3, mutoto 3, mukuvazviyo 3, musamba 3 .
mudyandigere 	DKKDK 	3 	z 		mudyandigere DKKDK z 3 . Uku kuda kunoita munhu kuguta asi iye asingadi kushanda, kana kungoda kupona nezvaasina kushandira. mudyandirere 1 . Iyi imari inozotambirwa nemunhu asisasevenzi nekukura, yaanenge anga achimbobatirwa achiri kushanda. penjeni 9, mudyandirere 1 .
mutemarege 	DKKDK 	3 	z 		mutemarege DKKDK z 3 . Uku kuurayiwa kwezvinhu zvakawanda, asi zvisingadyiwe. Nyoka yakapinda muzumbu ikasiya yaita huku mutemarege. chiurayeuraye 7 .
mhare 	K- 	9>10 	z 		mhare K- z 9>10 . Mhare munhu ane ungwaru, zvekuti chose chaanoita chinenge chichiratidza kuti chafungwa neungwaru. Mhare munhu ane ushingi.
mhene 	DK 	9>10 	z 		mhene DK z 9>10 . Mhene imhuka yakafanana nemhembwe asi iyo yakati tsvukurukei, ichifarira kugara kusina miti kune maziuswa.
mudzeerere 	DKKDD 	3 	z 		mudzeerere DKKDD z 3 . Apa ndepanotambira vana vachizeya kuenda mudenga nekudzoka, pavanenge vachidhaiwa vari pachigaro chakabatwa nemisungo miviri. mudzuwerere 3 .
mudzepete 	DKDD 	3 	z 		mudzepete munzepete DKDD z 3 . Ichi chiruva chine mudzi unobumba pasi, une mvura inodhaka munhu zvekufa. Ukanwa mvura yekutanga yakafashaidzwa mudzepete unosiya nyemba.
mudzimundiringe 	DKKKDK 	3 	z 		mudzimundiringe DKKKDK z 3 . Iri idambudziko rekuti hamheno munhu akabuda mariri, zvekuti anenge okumbira vadzimu kuti vamutarire kuti vamubatsire. mudzimundione 3 .
mudzuwerere 	DKKDD 	3 	z 		mudzuwerere DKKDD z 3 . mudzeerere 3 .
mutepe 	DKD 	3 	z 		mutepe DKD z 3 . Mutepe muti une midzi inoshandiswa semushonga wemusoro kana wemhepo, unomera munzizi kana munzvimbo dzine mvura. mupumha 3 .
mufakamwe 	DKKK 	3 	z 		mufakamwe DKKK z 3 . Uku kushingirira kuita basa rakaoma rese nguva imwe, kuti zvibve zvangopera nguva iyoyo. Murimi akaita mufakamwe kurima zvese nekukavira, paakaona kuti mvura yakanga yazadza denga.
murenje 	D- 	3 	z 		murenje D- z 3 . Murenje inhengo yetsoka inoshandiswa kutsika pasi. Murenje wangu wairwadza zvokuti ndikatsika pasi waibaya-baya. mukumbo 18 .
mhindepinde 	DKDD 	9>10 	z 		mhindepinde DKDD z 9>10 . Uku kungoenda mumba kana pane imwe nzvimbo zvisina tsarukano, zvekuti vanhu vanenge vachiti ava vaenda, ava vadzoka. pindawapinda 9 .
mufenje 	DKK 	3 	z 		mufenje DKK z 3 . Mufenje muti une ganda gobvu rakabanzuka-banzuka kunze kwaro, asi mukati maro rakapfava, unoita mashizha anofarirwa nembudzi. Mbudzi kudya mufenje hufana nyina.
muriranyenze 	DDDKK 	3 	z 		muriranyenze muriranyenje DDDKK z 3 . Uyu muti unoita mashizha akaita denderedzwa, akanotsvukuruka pamativi, une midzi inogona kushandiswa kugadzira chitubwa dzepazviredzo. mubunguti 3 .
mutserendende 	D- 	3 	z 		mutserendende D- z 3 . Iyi inzvimbo yakatenuka, panotamba vana vachitsvedza. mutedzerere 3 .
murume 	DKK 	1 	z 		murume DKK z 1 . Uyu munhu anogona kuburitsa urume hunoti, kana hukasangana nezai remukadzi, mukadzi ogona kuchiumba mwana mudumbu make. munhurume 1 . Murume wemunhurume anenge ari munhu wechirume akamuroora.
mutsvandimire 	DKKDK 	3 	z 		mutsvandimire DKKDK z 3 . musemwasemwa 3 .
mugove 	DDK 	3 	z 		mugove DDK z 3 . Mugove chidimbu chakakodzera, chinopihwa munhu kubhadhara zvaanenge aita. Mugove ipfuma inopihwa munhu yakaita senhaka.
mugweje 	DDK 	3 	z 		mugweje DDK z 3 . Mugweje chinhu chesimbi chakangofafa, chisinganyatsoonekera. Kudakwashe uya wekuda kuvhaira nechimugweje chake chemota azosungwa nhasi nemapurisa abondera akadhakwa.
murwere 	DKD 	1 	z 		murwere DKD z 1 . Murwere munhu anenge achidzimbikana, asinganzwi muviri wake zvakanaka.
musambanegore 	DDDKDK 	1 	z 		musambanegore DDDKDK z 1 . Iri nderimwe zita regudo asi riri rekunemera.
mutukure 	D- 	3 	z 		mutukure D- z 3 . Kana zvinhu zvakaita mutukure zvinenge zvakawanda kwazvo, zvisinganetsi kuwana.
mutuwende 	DDKK 	1 	z 		mutuwende DDKK z 1 . Uyu munhu anongoswerofamba asingagarewo pamba pake.
muhotwe 	DDK 	3 	z 		muhotwe muhota DDK z 3 . mututu 3 .
muhute 	DKD 	3 	z 		muhute mukute DKD z 3 . Uyu muti kana zvimiti zvinowanda-wanda panzvimbo imwe, zvinobereka vana vanonzi hute, vanowanzoibva nguva inenge vanhu vachirima. Muhute uya wemubani raChingwa unoita mazihute anombotidzora nzara, zvikuru kana tichibva kumunda.
mukadziusaende 	DKKDKKD 	3 	z 		mukadziusaende DKKDKKD z 3 . Urwu rudzi rwechibage chinokurumidza kuibva kupinda mamwe marudzi.
musande 	DKD 	1 	z 		musande DKD z 1 . Musande munhu akanakisisa akafa achiteedza kuda kwaMwari. Musande munamato unoitirwa mufi, papera gore afa.
mutyangetyange 	DKKKK 	3 	z 		mutyangetyange DKKKK z 3 . Aka kasora kanomera mumunda pazhizha, kanodyiwa semuriwo.
muunze 	D- 	3 	z 		muunze muuzhe D- z 3 . Muunze rudzi rwemuti une hunde yakati twasu neganda rinoda kutsvedzerera, unomera munzvimbo dzine makomo.
mhute 	DK 	9 	z 		mhute DK z 9 . Mhute tudonwe tudiki twemvura, tunenge turi mumhepo twakawanda, tuchikonzera kutsvetera nekusvibira kwekunze.
mukombe 	DKK 	3 	z 		mukombe DKK z 3 . Mukombe mudziyo unogadzirwa nebudzi, unosevenzeswa kucheresa kana kunwisa zvinwiwa zvakaita semaheu kana doro.
museve 	D- 	3 	z 		museve D- z 3 . Museve chombo chakareba nokutesvera mberi chinoti chikakandwa neuta chinogona kubaya chachinenge chichikandirwa, ingava mhuka kana munhu. Miseve ndezvese zvakareba zviri zvitete, semiseve yezuva kana yenungu. Museve munhu anenge achimhanya zvekushura mare. bara 5 .
mushambanegore 	DDDKDK 	1a 	z 		mushambanegore musambanegore DDDKDK z 1a . Uyu munhu asingafariri kugeza, zvekuti anotogeza nenguva dziri kure.
mushambwe 	D- 	3 	z 		mushambwe D- z 3 . chishambwe 7 .
mushandirapamwe 	DKKKKK 	3 	z 		mushandirapamwe DKKKKK z 3 . Uyu mubatanidzwa wevanhu vane chinangwa chimwe chavanoda kuzadzikisa, nekubatsirana pamabasa avo. Mushure mekuwana kwezvitonga, mishandirapamwe yekurima, kupfuya zvipfuyo, kuveza nezvimwewo yaikurudzirwa nehurumende zvikuru.
mombe 	D- 	9>10 	z 		mombe D- z 9>10 . Mombe chipfuyo chinodyiwa nyama, kukamwa mukaka kana iri hadzi nekushandiswa pamabasa akaita sekurima. n'ombe 9 . Mombe rudzi rweuswa hwakafanana nezviyo.
mukonde 	D- 	3 	z 		mukonde D- z 3 . Mukonde isadza rinenge rakapakurwa riri mundiro. Mukonde muti unoita tumashizha tudikidiki uchibuda mukaka muchena, usingaite mhanda kazhinjizhinji, asi kana ukazoita mhanda dzinenge dziri pfupi.
mukute 	DKD 	3 	z 		mukute muhute DKD z 3 . muhute 3 .
musheche 	DKD 	3 	z 		musheche mushuche DKD z 3 . Musheche ivhu rine mabandi makuru, rinowanikwa rakawanda munzizi. jecha 5 .
muzekezeke 	D- 	3 	z 		muzekezeke D- z 3 . Iyi ipfumvu inovhurira dzimwe kuti dzirambe dzichiuya.
muzengure 	DDKD 	3 	z 		muzengure DDKD z 3 . Izvi zvidhori zvinoiswa mumunda wembesa, kuitira kutyisidzira shiri nemakudo. muderwe 3, muzerwe 3 . Iri zidumbu guru rakarembera.
muzerere 	DKDD 	3 	z 		muzerere DKDD z 3 . mudzewerere 3 .
muzeze 	D- 	3 	z 		muzeze D- z 3 . Muzeze muti une tumashizha tudikidiki, neganda rakachenuruka rinoshandiswa kurapa mudumbu nemaziso, uye mwoyo wawo unoshandiswawo pakuveza. mujisa 3, mupamhamakuva 3 .
muzhanje 	D- 	3 	z 		muzhanje D- z 3 . Urwu rudzi rwemuti unowanikwa munzvimbo inonaya mvura yakawanda, unobereka muchero unodyiwa unonzi mazhanje. mushuku 3 .
muzipire 	DDKK 	3 	z 		muzipire DDKK z 3 . Aya manakiro echinhu. muzipo 3 .
-momote 	D 		ny 		-momote D ny . Kuti momote kuunganira chinhu kwevanhu vakawanda.
mone 	D- 		ny 		mone D- ny . Kuti mone kuvhiririka kunoita utsi kana guruva zvichisairirwa nemhepo zvichienda mudenga. Chamupupuri chakati mone pachivanze.
mukwechete 	D- 	3 	z 		mukwechete D- z 3 . Iri ibasa kana dambudziko rakakura chaizvo, zvokuti unenge usina kariro yokurikunda. Kana mupurisa akanzi aferefete nyaya yakaitika kare kare, anotoziva kuti apiwa mukwechete webasa.
mukwende 	DKK 	3 	z 		mukwende DKK z 3 . Mukwende zvinhu zvakawanda chaizvo, zvakaita senhumbi kana midziyo, zvinenge zvakasungirirwa pamwe. Mukomana aishanda pavaMutowevhu, paakangoona kuti adyisa gadheni nembudzi, akabva asunga mukwende wake odzokera kumusha kwake.
mumhare 	D- 	3 	z 		mumhare D- z 3 . Mumhare chibage chinoomeswa icho chambobikwa chiri chinyoro. mafushe 6, mupare 3 .
mushunje 	D- 	3 	z 		mushunje D- z 3 . Mushunje ibutwa rine zvinhu mukati, rinogadzirwa neuswa kana mashizha. Mushunje ihari yedoro inosiyiwa mushure mekutsvaira nekugadziridza guva ranyakufa.
mbiriyakare 	KKKDD 	9 	z 		mbiriyakare KKKDD z 9 . Ichi ndechaimbova nemukurumbira nguva yakapfuura. Mota iyi imbiriyakare chaiyo.
mbise 	KD 	9 	z 		mbise KD z 9 . Mbise ruvara runenge ngura, runoita pamazino.
mumve-e 	DKD 	3 	z 		mumve-e mumveve DKD z 3 . Mumve-e muti unomera padyo nenzizi, unobereka vana vakobvu vakarebenuka.
