grapheme	phoneme
tüsténkedik	t'yʃteːŋkɛdik
tüstént	t'yʃteːnt
tüszköl	t'yskøl
tüsző	t'ysøː
tütü	t'yty
tütüs	t'ytyʃ
tüzek	t'yzɛk
tüzel	t'yzɛl
tüzelőanyag	t'yzɛløːɒɲɒg
tüzes	t'yzɛʃ
tüzesedik	t'yzɛʃɛdik
tüzesfejű	t'yzɛʃfɛjyː
tüzesgép	t'yzɛʃgeːp
tüzeskedik	t'yzɛʃkɛdik
tüzesvérű	t'yzɛʃveːɐ̯yː
tüzesít	t'yzɛʃiːt
tüzetes	t'yzɛtɛʃ
tüzér	t'yzeːɐ̯
tüzérség	t'yzeːɐ̯ʃeːg
tő	t'øː
tőalak	t'øːɒlɒk
tőgy	t'øːɟ
tőhajtás	t'øːhɒjtaːʃ
tőke	t'øːkɛ
tőkeakkumuláció	t'øːkɛɒk:umulaːtsi;oː
tőkeerős	t'øːkɛɛɐ̯øːʃ
tőkehal	t'øːkɛhɒl
tőkehalak	t'øːkɛhɒlɒk
tőkeigényes	t'øːkɛigeːɲɛʃ
tőkekihelyezés	t'øːkɛkihɛjɛzeːʃ
tőkemence	t'øːkɛmɛntsɛ
tőkeszámla	t'øːkɛsaːmlɒ
tőkesúly	t'øːkɛʃuːj
tőkocsány	t'øːkotʃaːɲ
tőkés	t'øːkeːʃ
tőkésit	t'øːkeːʃit
tőkésít	t'øːkeːʃiːt
tőle	t'øːlɛ
tőled	t'øːlɛd
tőlem	t'øːlɛm
tőletek	t'øːlɛtɛk
tőlük	t'øːlyk
tőlünk	t'øːlyŋk
tőmondat	t'øːmondɒt
tőosztás	t'øːostaːʃ
tőr	t'øːɐ̯
tőrbeesett	t'øːɐ̯bɛɛʃɛt
tőrösdarazsak	t'øːɐ̯øʃdɒɐ̯ɒʒɒk
tőrösdarázs	t'øːɐ̯øʃdɒɐ̯aːʒ
tőröz	t'øːɐ̯øz
tőrőlmetszett	t'øːɐ̯øːlmɛtsɛt
tősgyökeres	t'øːʃɟøkɛɐ̯ɛʃ
tőzeg	t'øːzɛg
tőzegel	t'øːzɛgɛl
tőzegeper	t'øːzɛgɛpɛɐ̯
tőzeges	t'øːzɛgɛʃ
tőzegmoha	t'øːzɛgmohɒ
tőzegmohaláp	t'øːzɛgmohɒlaːp
tőzegpáfrány	t'øːzɛgpaːfɐ̯aːɲ
tőzike	t'øːzikɛ
tőzsde	t'øːʒdɛ
tőzsdézik	t'øːʒdeːzik
tőzsér	t'øːʒeːɐ̯
tőzsérkedik	t'øːʒeːɐ̯kɛdik
tű	t'yː
tűfok	t'yːfok
tűhegy	t'yːhɛɟ
tűlevelű	t'yːlɛvɛlyː
tűnik	t'yːnik
tűntet	t'yːntɛt
tűnődik	t'yːnøːdik
tűpárna	t'yːpaːɐ̯nɒ
tűr	t'yːɐ̯
tűret	t'yːɐ̯ɛt
tűrhetetlen	t'yːɐ̯hɛtɛtlɛn
tűrt	t'yːɐ̯t
tűrtet	t'yːɐ̯tɛt
tűrömfüvek	t'yːɐ̯ømfyvɛk
tűrömfű	t'yːɐ̯ømfyː
tűrömolaj	t'yːɐ̯ømolɒj
tűrömolajak	t'yːɐ̯ømolɒjɒk
tűrődik	t'yːɐ̯øːdik
tűsarkak	t'yːʃɒɐ̯kɒk
tűsarok	t'yːʃɒɐ̯ok
tűszúrás	t'yːsuːɐ̯aːʃ
tűz	t'yːz
tűzbiztosítás	t'yːzbiztoʃiːtaːʃ
tűzcsap	t'yːztʃɒp
tűzdel	t'yːzdɛl
tűzeset	t'yːzɛʃɛt
tűzet	t'yːzɛt
tűzfecskendő	t'yːzfɛtʃkɛndøː
tűzforró	t'yːzforoː
tűzgolyó	t'yːzgojoː
tűzharc	t'yːzhɒɐ̯ts
tűzhely	t'yːzhɛj
tűzhelyet	t'yːzhɛjɛt
tűzhányó	t'yːzhaːɲoː
tűzifa	t'yːzifɒ
tűzijáték	t'yːzijaːteːk
tűzikutya	t'yːzikuçɒ
tűzilárma	t'yːzilaːɐ̯_mɒ
tűzimádás	t'yːzimaːdaːʃ
tűzjelző	t'yːzjɛlzøː
tűzkeresztség	t'yːzkɛɐ̯ɛstʃeːg
tűzkárosult	t'yːzkaːɐ̯oʃult
tűzköd	t'yːzkød
tűzkövek	t'yːzkøvɛk
tűzkő	t'yːzkøː
tűznyílás	t'yːzɲiːlaːʃ
tűzokádó	t'yːzokaːdoː
tűzoltás	t'yːzoltaːʃ
tűzoltó	t'yːzoltoː
tűzoltóhajó	t'yːzoltoːhɒjoː
tűzoltóság	t'yːzoltoːʃaːg
tűzpiros	t'yːzpiɐ̯oʃ
tűzrendészet	t'yːzɐ̯ɛndeːsɛt
tűzrendészeti	t'yːzɐ̯ɛndeːsɛti
tűzrevaló	t'yːzɐ̯ɛvɒloː
tűzrőlpattant	t'yːzɐ̯øːlpɒtɒnt
tűzszekrény	t'yːzsɛkɐ̯eːɲ
tűzszerszám	t'yːzsɛɐ̯saːm
tűzszerész	t'yːzsɛɐ̯eːs
tűzszerészet	t'yːzsɛɐ̯eːsɛt
tűzszünet	t'yːzsynɛt
tűzveszélyes	t'yːzvɛseːjɛʃ
tűzvonal	t'yːzvonɒl
tűzvonalak	t'yːzvonɒlɒk
tűzvész	t'yːzveːs
tűzvörös	t'yːzvøɐ̯øʃ
tűzálló	t'yːzaːlloː
tűzöget	t'yːzøgɛt
uborka	_!'uboɐ̯kɒ
udmurt	_!'udmuɐ̯t
udvar	_!'udvɒɐ̯
udvarház	_!'udvɒɐ̯haːz
udvarházak	_!'udvɒɐ̯haːzɒk
udvarias	_!'udvɒɐ̯i;ɒʃ
udvariaskodik	_!'udvɒɐ̯i;ɒʃkodik
udvariatlan	_!'udvɒɐ̯i;ɒtlɒn
udvariatlankodik	_!'udvɒɐ̯i;ɒtlɒŋkodik
udvarképes	_!'udvɒɐ̯keːpɛʃ
udvarlás	_!'udvɒɐ̯laːʃ
udvarló	_!'udvɒɐ̯loː
udvarnok	_!'udvɒɐ̯nok
udvarol	_!'udvɒɐ̯ol
udvarolgat	_!'udvɒɐ̯olgɒt
udvaronc	_!'udvɒɐ̯onts
udvartartás	_!'udvɒɐ̯tɒɐ̯taːʃ
uffizibeli	_!'uffizibɛli
ufó	_!'ufoː
ugar	_!'ugɒɐ̯
ugarol	_!'ugɒɐ̯ol
ugaroltat	_!'ugɒɐ̯oltɒt
ugarolás	_!'ugɒɐ̯olaːʃ
ugat	_!'ugɒt
ugor	_!'ugoɐ̯
ugorbarát	_!'ugoɐ̯bɒɐ̯aːt
ugord	_!'ugoɐ̯d
ugorellenes	_!'ugoɐ̯ɛllɛnɛʃ
ugorgyűlölő	_!'ugoɐ̯ɟyːløløː
ugorhat	_!'ugoɐ̯hɒt
ugorhatatlan	_!'ugoɐ̯hɒtɒtlɒn
ugorhatatlanság	_!'ugoɐ̯hɒtɒtlɒnʃaːg
ugorható	_!'ugoɐ̯hɒtoː
ugorhatóság	_!'ugoɐ̯hɒtoːʃaːg
ugorj	_!'ugoɐ̯j
ugorja	_!'ugoɐ̯jɒ
ugorjad	_!'ugoɐ̯jɒd
ugorjak	_!'ugoɐ̯jɒk
ugorjalak	_!'ugoɐ̯jɒlɒk
ugorjam	_!'ugoɐ̯jɒm
ugorjanak	_!'ugoɐ̯jɒnɒk
ugorjatok	_!'ugoɐ̯jɒtok
ugorjon	_!'ugoɐ̯jon
ugorjuk	_!'ugoɐ̯juk
ugorjunk	_!'ugoɐ̯juŋk
ugorják	_!'ugoɐ̯jaːk
ugorjál	_!'ugoɐ̯jaːl
ugorjátok	_!'ugoɐ̯jaːtok
ugorjék	_!'ugoɐ̯jeːk
ugorlak	_!'ugoɐ̯lɒk
ugorna	_!'ugoɐ̯nɒ
ugornak	_!'ugoɐ̯nɒk
ugorni	_!'ugoɐ̯ni
ugornia	_!'ugoɐ̯ni;ɒ
ugorniok	_!'ugoɐ̯ni;ok
ugorniuk	_!'ugoɐ̯ni;uk
ugornod	_!'ugoɐ̯nod
ugornom	_!'ugoɐ̯nom
ugornotok	_!'ugoɐ̯notok
ugornunk	_!'ugoɐ̯nuŋk
ugorná	_!'ugoɐ̯naː
ugornád	_!'ugoɐ̯naːd
ugornák	_!'ugoɐ̯naːk
ugornál	_!'ugoɐ̯naːl
ugornálak	_!'ugoɐ̯naːlɒk
ugornám	_!'ugoɐ̯naːm
ugornának	_!'ugoɐ̯naːnɒk
ugornánk	_!'ugoɐ̯naːŋk
ugornátok	_!'ugoɐ̯naːtok
ugornék	_!'ugoɐ̯neːk
ugornók	_!'ugoɐ̯noːk
ugorsz	_!'ugoɐ̯s
ugorság	_!'ugoɐ̯ʃaːg
ugorta	_!'ugoɐ̯tɒ
ugortad	_!'ugoɐ̯tɒd
ugortak	_!'ugoɐ̯tɒk
ugortalak	_!'ugoɐ̯tɒlɒk
ugortam	_!'ugoɐ̯tɒm
ugortatok	_!'ugoɐ̯tɒtok
ugortok	_!'ugoɐ̯tok
ugortuk	_!'ugoɐ̯tuk
ugortunk	_!'ugoɐ̯tuŋk
ugorták	_!'ugoɐ̯taːk
ugortál	_!'ugoɐ̯taːl
ugortátok	_!'ugoɐ̯taːtok
ugorva	_!'ugoɐ̯vɒ
ugorván	_!'ugoɐ̯vaːn
ugrabugra	_!'ugɐ̯ɒbugɐ̯ɒ
ugrabugrál	_!'ugɐ̯ɒbugɐ̯aːl
ugralak	_!'ugɐ̯ɒlɒk
ugrana	_!'ugɐ̯ɒnɒ
ugranak	_!'ugɐ̯ɒnɒk
ugrandó	_!'ugɐ̯ɒndoː
ugrani	_!'ugɐ̯ɒni
ugrania	_!'ugɐ̯ɒni;ɒ
ugraniok	_!'ugɐ̯ɒni;ok
ugraniuk	_!'ugɐ̯ɒni;uk
ugranod	_!'ugɐ̯ɒnod
ugranom	_!'ugɐ̯ɒnom
ugranotok	_!'ugɐ̯ɒnotok
ugranunk	_!'ugɐ̯ɒnuŋk
ugraná	_!'ugɐ̯ɒnaː
ugranád	_!'ugɐ̯ɒnaːd
ugranák	_!'ugɐ̯ɒnaːk
ugranál	_!'ugɐ̯ɒnaːl
ugranálak	_!'ugɐ̯ɒnaːlɒk
ugranám	_!'ugɐ̯ɒnaːm
ugranának	_!'ugɐ̯ɒnaːnɒk
ugranánk	_!'ugɐ̯ɒnaːŋk
ugranátok	_!'ugɐ̯ɒnaːtok
ugranék	_!'ugɐ̯ɒneːk
ugranók	_!'ugɐ̯ɒnoːk
ugrasz	_!'ugɐ̯ɒs
ugraszt	_!'ugɐ̯ɒst
ugrasztat	_!'ugɐ̯ɒstɒt
ugrat	_!'ugɐ̯ɒt
ugrató	_!'ugɐ̯ɒtoː
ugribugri	_!'ugɐ̯ibugɐ̯i
ugrifüles	_!'ugɐ̯ifylɛʃ
ugrik	_!'ugɐ̯ik
ugrod	_!'ugɐ̯od
ugrok	_!'ugɐ̯ok
ugrom	_!'ugɐ̯om
ugrotok	_!'ugɐ̯otok
ugrott	_!'ugɐ̯ot
ugrotta	_!'ugɐ̯otɒ
ugrottad	_!'ugɐ̯otɒd
ugrottak	_!'ugɐ̯otɒk
ugrottalak	_!'ugɐ̯otɒlɒk
ugrottam	_!'ugɐ̯otɒm
ugrottatok	_!'ugɐ̯otɒtok
ugrottuk	_!'ugɐ̯otuk
ugrottunk	_!'ugɐ̯otuŋk
ugrották	_!'ugɐ̯otaːk
ugrottál	_!'ugɐ̯otaːl
ugrottátok	_!'ugɐ̯otaːtok
ugrunk	_!'ugɐ̯uŋk
ugrál	_!'ugɐ̯aːl
ugrándozik	_!'ugɐ̯aːndozik
ugrás	_!'ugɐ̯aːʃ
ugró	_!'ugɐ̯oː
ugródeszka	_!'ugɐ̯oːdɛskɒ
ugróiskola	_!'ugɐ̯oːiʃkolɒ
ugrókötelek	_!'ugɐ̯oːkøtɛlɛk
ugrókötél	_!'ugɐ̯oːkøteːl
ugrórudak	_!'ugɐ̯oːɐ̯udɒk
ugrórúd	_!'ugɐ̯oːɐ̯uːd
ugrószerv	_!'ugɐ̯oːsɛɐ̯v
ugrósánc	_!'ugɐ̯oːʃaːnts
ugyanabba	_!'uɟɒnɒbbɒ
ugyanabban	_!'uɟɒnɒbbɒn
ugyanabból	_!'uɟɒnɒbboːl
ugyanahhoz	_!'uɟɒnɒhhoz
ugyanakkora	_!'uɟɒnɒk:oɐ̯ɒ
ugyanannak	_!'uɟɒnɒnnɒk
ugyanannyi	_!'uɟɒnɒɲɲi
ugyanannyiad	_!'uɟɒnɒɲɲi;ɒd
ugyanannyiadik	_!'uɟɒnɒɲɲi;ɒdik
ugyanannyian	_!'uɟɒnɒɲɲi;ɒn
ugyanannyiuk	_!'uɟɒnɒɲɲi;uk
ugyanannyiunk	_!'uɟɒnɒɲɲi;uŋk
ugyanannál	_!'uɟɒnɒnnaːl
ugyanavval	_!'uɟɒnɒvvɒl
ugyanaz	_!'uɟɒnɒz
ugyanazok	_!'uɟɒnɒzok
ugyanazon	_!'uɟɒnɒzon
ugyanazonfajta	_!'uɟɒnɒzonfɒjtɒ
ugyanazt	_!'uɟɒnɒzt
ugyanazzal	_!'uɟɒnɒzzɒl
ugyanazzá	_!'uɟɒnɒzzaː
ugyanazé	_!'uɟɒnɒzeː
ugyanebbe	_!'uɟɒnɛbbɛ
ugyanebben	_!'uɟɒnɛbbɛn
ugyanebből	_!'uɟɒnɛbbøːl
ugyanegy	_!'uɟɒnɛɟ
ugyanehhez	_!'uɟɒnɛhhɛz
ugyanekkora	_!'uɟɒnɛk:oɐ̯ɒ
ugyanennek	_!'uɟɒnɛnnɛk
ugyanennyi	_!'uɟɒnɛɲɲi
ugyanennyiek	_!'uɟɒnɛɲɲi;ɛk
ugyanennyien	_!'uɟɒnɛɲɲi;ɛn
ugyanennél	_!'uɟɒnɛnneːl
ugyanevvel	_!'uɟɒnɛvvɛl
ugyanez	_!'uɟɒnɛz
ugyanezek	_!'uɟɒnɛzɛk
ugyanezen	_!'uɟɒnɛzɛn
ugyanezt	_!'uɟɒnɛzt
ugyanezzel	_!'uɟɒnɛzzɛl
ugyanezzé	_!'uɟɒnɛzzeː
ugyanezé	_!'uɟɒnɛzeː
ugyanilyen	_!'uɟɒnijɛn
ugyanilyenek	_!'uɟɒnijɛnɛk
ugyanilyet	_!'uɟɒnijɛt
ugyanoly	_!'uɟɒnoj
ugyanolyan	_!'uɟɒnojɒn
ugyanolyanok	_!'uɟɒnojɒnok
ugyanolyat	_!'uɟɒnojɒt
ugyanő	_!'uɟɒnøː
ugyanők	_!'uɟɒnøːk
uhu	_!'uhu
uhubagoly	_!'uhubɒgoj
ujgur	_!'ujguɐ̯
ujgurbarát	_!'ujguɐ̯bɒɐ̯aːt
ujgurellenes	_!'ujguɐ̯ɛllɛnɛʃ
ujgurgyűlölő	_!'ujguɐ̯ɟyːløløː
ujj	_!'ujj
ujjabélés	_!'ujjɒbeːleːʃ
ujjafa	_!'ujjɒfɒ
ujjak	_!'ujjɒk
ujjas	_!'ujjɒʃ
ujjaskosbor	_!'ujjɒʃkoʃboɐ̯
ujjatlan	_!'ujjɒtlɒn
ujjavasaló	_!'ujjɒvɒʃɒloː
ujjgyulladás	_!'ujjɟullɒdaːʃ
ujjhegy	_!'ujjhɛɟ
ujjlenyomat	_!'ujjlɛɲomɒt
ujjnyom	_!'ujjɲom
ujjong	_!'ujjoŋg
ujjongat	_!'ujjoŋgɒt
ujjperc	_!'ujjpɛɐ̯ts
ujjváltás	_!'ujjvaːltaːʃ
ujjvédő	_!'ujjveːdøː
ujjízület	_!'ujjiːzylɛt
ukrán	_!'ukɐ̯aːn
ukránan	_!'ukɐ̯aːnɒn
ukránbarát	_!'ukɐ̯aːnbɒɐ̯aːt
ukránellenes	_!'ukɐ̯aːnɛllɛnɛʃ
ukrángyűlölő	_!'ukɐ̯aːŋɟyːløløː
ukulele	_!'ukulɛlɛ
ukáz	_!'ukaːz
ulti	_!'ulti
ultimátum	_!'ultimaːtum
ultimó	_!'ultimoː
ultiparti	_!'ultipɒɐ̯ti
ultizik	_!'ultizik
ultra	_!'ultɐ̯ɒ
ultrabalos	_!'ultɐ̯ɒbɒloʃ
ultragyors	_!'ultɐ̯ɒɟoɐ̯ʃ
ultraibolya	_!'ultɐ̯ɒibojɒ
ultrakonzervatív	_!'ultɐ̯ɒkonzɛɐ̯vɒtiːv
ultraliberális	_!'ultɐ̯ɒlibɛɐ̯aːliʃ
ultramarin	_!'ultɐ̯ɒmɒɐ̯in
ultramarinkék	_!'ultɐ̯ɒmɒɐ̯iŋkeːk
ultramikrokémia	_!'ultɐ̯ɒmikɐ̯okeːmi;ɒ
ultramikroszkóp	_!'ultɐ̯ɒmikɐ̯oskoːp
ultramodern	_!'ultɐ̯ɒmodɛɐ̯n
ultramontán	_!'ultɐ̯ɒmontaːn
ultranacionalista	_!'ultɐ̯ɒnɒtsi;onɒliʃtɒ
ultrapasztőröz	_!'ultɐ̯ɒpɒstøːɐ̯øz
ultrarövid	_!'ultɐ̯ɒɐ̯øvid
ultraszonikus	_!'ultɐ̯ɒsonikuʃ
ultravékony	_!'ultɐ̯ɒveːkoɲ
ulánus	_!'ulaːnuʃ
umbilikus	_!'umbilikuʃ
umbulda	_!'umbuldɒ
umbuldál	_!'umbuldaːl
umlaut	_!'umlɒut
un	_!'un
unalmak	_!'unɒlmɒk
unalmas	_!'unɒlmɒʃ
unalmaskodik	_!'unɒlmɒʃkodik
unalom	_!'unɒlom
unatkozik	_!'unɒtkozik
uncia	_!'untsi;ɒ
uncsi	_!'untʃi
underground	_!'undɛɐ̯gɐ̯ound
undok	_!'undok
undokoskodik	_!'undokoʃkodik
undor	_!'undoɐ̯
undorit	_!'undoɐ̯it
undorodik	_!'undoɐ̯odik
undorít	_!'undoɐ̯iːt
unduláció	_!'undulaːtsi;oː
unfair	_!'unfɒiɐ̯
unicitás	_!'unitsitaːʃ
unifikáció	_!'unifikaːtsi;oː
uniform	_!'unifoɐ̯_m
uniformis	_!'unifoɐ̯_miʃ
uniformizmus	_!'unifoɐ̯_mizmuʃ
uniformizál	_!'unifoɐ̯_mizaːl
uniformizálódik	_!'unifoɐ̯_mizaːloːdik
unikornis	_!'unikoɐ̯niʃ
unikum	_!'unikum
unikális	_!'unikaːliʃ
unimodularitás	_!'unimodulɒɐ̯itaːʃ
unimoduláris	_!'unimodulaːɐ̯iʃ
unimodális	_!'unimodaːliʃ
unintelligens	_!'unintɛlligɛnʃ
unionista	_!'uni;oniʃtɒ
unionizmus	_!'uni;onizmuʃ
unipoláris	_!'unipolaːɐ̯iʃ
uniszex	_!'unisɛks
uniszónó	_!'unisoːnoː
unit	_!'unit
unitarizmus	_!'unitɒɐ̯izmuʃ
unitárius	_!'unitaːɐ̯i;uʃ
unitér	_!'uniteːɐ̯
univeralizmus	_!'univɛɐ̯ɒlizmuʃ
univerzalitás	_!'univɛɐ̯zɒlitaːʃ
univerzalizmus	_!'univɛɐ̯zɒlizmuʃ
univerzitás	_!'univɛɐ̯zitaːʃ
univerzum	_!'univɛɐ̯zum
univerzális	_!'univɛɐ̯zaːliʃ
univerzáltraktor	_!'univɛɐ̯zaːltɐ̯ɒktoɐ̯
univerzálé	_!'univɛɐ̯zaːleː
unixos	_!'uniksoʃ
unió	_!'uni;oː
unka	_!'uŋkɒ
unoka	_!'unokɒ
unokabáty	_!'unokɒbaːç
unokatestvér	_!'unokɒtɛʃtveːɐ̯
unott	_!'unot
unottság	_!'unottʃaːg
unpraktikus	_!'unpɐ̯ɒktikuʃ
unszimpatikus	_!'unsimpɒtikuʃ
unszol	_!'unsol
untalan	_!'untɒlɒn
untat	_!'untɒt
unzsenírt	_!'unʒɛniːɐ̯t
uracil	_!'uɐ̯ɒtsil
uracs	_!'uɐ̯ɒtʃ
uradalmak	_!'uɐ̯ɒdɒlmɒk
uradalom	_!'uɐ̯ɒdɒlom
urak	_!'uɐ̯ɒk
ural	_!'uɐ̯ɒl
uralisztika	_!'uɐ̯ɒlistikɒ
uralkodik	_!'uɐ̯ɒlkodik
uralkodó	_!'uɐ̯ɒlkodoː
uralkodóház	_!'uɐ̯ɒlkodoːhaːz
uralkodóházak	_!'uɐ̯ɒlkodoːhaːzɒk
uralmak	_!'uɐ̯ɒlmɒk
uralom	_!'uɐ̯ɒlom
urambátyám	_!'uɐ̯ɒmbaːçaːm
urambátyámos	_!'uɐ̯ɒmbaːçaːmoʃ
urambátyámrendszer	_!'uɐ̯ɒmbaːçaːmɐ̯ɛndsɛɐ̯
urambátyámvilág	_!'uɐ̯ɒmbaːçaːmvilaːg
uranil	_!'uɐ̯ɒnil
uraskodik	_!'uɐ̯ɒʃkodik
uraság	_!'uɐ̯ɒʃaːg
uratlan	_!'uɐ̯ɒtlɒn
uraz	_!'uɐ̯ɒz
urbanisztika	_!'uɐ̯bɒnistikɒ
urbanizmus	_!'uɐ̯bɒnizmuʃ
urbanizáció	_!'uɐ̯bɒnizaːtsi;oː
urbanizál	_!'uɐ̯bɒnizaːl
urbanizálódik	_!'uɐ̯bɒnizaːloːdik
urbanizálódás	_!'uɐ̯bɒnizaːloːdaːʃ
urbánus	_!'uɐ̯baːnuʃ
urbárium	_!'uɐ̯baːɐ̯i;um
urdu	_!'uɐ̯du
urdubarát	_!'uɐ̯dubɒɐ̯aːt
urduellenes	_!'uɐ̯duɛllɛnɛʃ
urdugyűlölő	_!'uɐ̯duɟyːløløː
uretán	_!'uɐ̯ɛtaːn
uridin	_!'uɐ̯idin
urizál	_!'uɐ̯izaːl
urna	_!'uɐ̯nɒ
urológia	_!'uɐ̯oloːgi;ɒ
urológus	_!'uɐ̯oloːguʃ
urán	_!'uɐ̯aːn
urémia	_!'uɐ̯eːmi;ɒ
uréter	_!'uɐ̯eːtɛɐ̯
uszadék	_!'usɒdeːk
uszkár	_!'uskaːɐ̯
uszoda	_!'usodɒ
uszony	_!'usoɲ
usztasa	_!'ustɒʃɒ
uszul	_!'usul
uszály	_!'usaːj
uszálybucka	_!'usaːjbutskɒ
uszályhajó	_!'usaːjhɒjoː
uszálykormányos	_!'usaːjkoɐ̯_maːɲoʃ
uszít	_!'usiːt
utak	_!'utɒk
utal	_!'utɒl
utalvány	_!'utɒlvaːɲ
utalványoz	_!'utɒlvaːɲoz
utas	_!'utɒʃ
utasellátó	_!'utɒʃɛllaːtoː
utasit	_!'utɒʃit
utasszállító	_!'utɒssaːlliːtoː
utasít	_!'utɒʃiːt
utasítgat	_!'utɒʃiːtgɒt
utazgat	_!'utɒzgɒt
utazik	_!'utɒzik
utazott	_!'utɒzot
utazás	_!'utɒzaːʃ
utazó	_!'utɒzoː
utazótáska	_!'utɒzoːtaːʃkɒ
utca	_!'uttsɒ
utcai	_!'uttsɒi
utcakövek	_!'uttsɒkøvɛk
utcakő	_!'uttsɒkøː
utcaseprő	_!'uttsɒʃɛpɐ̯øː
utilitarista	_!'utilitɒɐ̯iʃtɒ
utilitarizmus	_!'utilitɒɐ̯izmuʃ
utilizál	_!'utilizaːl
utolj	_!'utolj
utoljára	_!'utol^jaːɐ̯ɒ
utolsó	_!'utolʃoː
utolsóak	_!'utolʃoːɒk
utolér	_!'utoleːɐ̯
utolérhetetlen	_!'utoleːɐ̯hɛtɛtlɛn
utál	_!'utaːl
utálat	_!'utaːlɒt
utálatos	_!'utaːlɒtoʃ
utálatoskodik	_!'utaːlɒtoʃkodik
utálkodik	_!'utaːlkodik
utálkozik	_!'utaːlkozik
utálkozás	_!'utaːlkozaːʃ
után	_|,utaːn
utána	_!'utaːnɒ
utánad	_!'utaːnɒd
utánam	_!'utaːnɒm
utánanéz	_!'utaːnɒneːz
utánatok	_!'utaːnɒtok
utánfutó	_!'utaːnfutoː
utángyártott	_!'utaːŋɟaːɐ̯tot
utáni	_!'utaːni
utániak	_!'utaːni;ɒk
utánig	_!'utaːnig
utánjárás	_!'utaːɲɲaːɐ̯aːʃ
utánjátszó	_!'utaːɲɲaːtsoː
utánközlés	_!'utaːŋkøzleːʃ
utánküldés	_!'utaːŋkyldeːʃ
utánnyomat	_!'utaːɲɲomɒt
utánnyomás	_!'utaːɲɲomaːʃ
utánoz	_!'utaːnoz
utánozhatatlan	_!'utaːnozhɒtɒtlɒn
utánpótlás	_!'utaːnpoːtlaːʃ
utánra	_!'utaːnɐ̯ɒ
utánrendelés	_!'utaːnɐ̯ɛndɛleːʃ
utánrúgás	_!'utaːnɐ̯uːgaːʃ
utántöltés	_!'utaːntølteːʃ
utántöltő	_!'utaːntøltøː
utánuk	_!'utaːnuk
utánunk	_!'utaːnuŋk
utánvét	_!'utaːnveːt
utánvétel	_!'utaːnveːtɛl
utánvételez	_!'utaːnveːtɛlɛz
utánzat	_!'utaːnzɒt
utánzott	_!'utaːnzot
utánzás	_!'utaːnzaːʃ
utánzó	_!'utaːnzoː
utánégető	_!'utaːneːgɛtøː
utánérzés	_!'utaːneːɐ̯zeːʃ
utász	_!'utaːs
utóbb	_!'utoːbb
utóbbi	_!'utoːbbi
utóbbiak	_!'utoːbbi;ɒk
utócsapat	_!'utoːtʃɒpɒt
utód	_!'utoːd
utódlás	_!'utoːdlaːʃ
utóellenőrzés	_!'utoːɛllɛnøːɐ̯zeːʃ
utóerjedés	_!'utoːɛɐ̯jɛdeːʃ
utófeldolgozás	_!'utoːfɛldolgozaːʃ
utófeldolgozó	_!'utoːfɛldolgozoː
utófinanszírozás	_!'utoːfinɒnsiːɐ̯ozaːʃ
utófájdalom	_!'utoːfaːjdɒlom
utófájás	_!'utoːfaːjaːʃ
utógondolat	_!'utoːgondolɒt
utógondozott	_!'utoːgondozot
utógondozás	_!'utoːgondozaːʃ
utógondozó	_!'utoːgondozoː
utóhad	_!'utoːhɒd
utóhadak	_!'utoːhɒdɒk
utóhang	_!'utoːhɒŋg
utóhatás	_!'utoːhɒtaːʃ
utóidejűség	_!'utoːidɛjyːʃeːg
utóidény	_!'utoːideːɲ
utóirat	_!'utoːiɐ̯ɒt
utójelző	_!'utoːjɛlzøː
utójáték	_!'utoːjaːteːk
utókalkuláció	_!'utoːkɒlkulaːtsi;oː
utókezel	_!'utoːkɛzɛl
utókezelés	_!'utoːkɛzɛleːʃ
utókezelő	_!'utoːkɛzɛløː
utókor	_!'utoːkoɐ̯
utókúra	_!'utoːkuːɐ̯ɒ
utólagos	_!'utoːlɒgoʃ
utólagosan	_!'utoːlɒgoʃɒn
utómunka	_!'utoːmuŋkɒ
utómunkálat	_!'utoːmuŋkaːlɒt
utónevek	_!'utoːnɛvɛk
utónevelés	_!'utoːnɛvɛleːʃ
utónév	_!'utoːneːv
utónövény	_!'utoːnøveːɲ
utópia	_!'utoːpi;ɒ
utópikus	_!'utoːpikuʃ
utópista	_!'utoːpiʃtɒ
utópisztikus	_!'utoːpistikuʃ
utópizmus	_!'utoːpizmuʃ
utópárlat	_!'utoːpaːɐ̯lɒt
utórendelés	_!'utoːɐ̯ɛndɛleːʃ
utórengés	_!'utoːɐ̯ɛŋgeːʃ
utórezgés	_!'utoːɐ̯ɛzgeːʃ
utórobbanás	_!'utoːɐ̯obbɒnaːʃ
utóromantika	_!'utoːɐ̯omɒntikɒ
utóromantikus	_!'utoːɐ̯omɒntikuʃ
utószakasz	_!'utoːsɒkɒs
utószavak	_!'utoːsɒvɒk
utószelek	_!'utoːsɛlɛk
utószennyezés	_!'utoːsɛɲɲɛzeːʃ
utószennyeződés	_!'utoːsɛɲɲɛzøːdeːʃ
utószezon	_!'utoːsɛzon
utószinkron	_!'utoːsiŋkɐ̯on
utószél	_!'utoːseːl
utószó	_!'utoːsoː
utószülött	_!'utoːsyløt
utószüret	_!'utoːsyɐ̯ɛt
utótag	_!'utoːtɒg
utótor	_!'utoːtoɐ̯
utótörténet	_!'utoːtøɐ̯teːnɛt
